State,Action,Reward,New_State
"[1.0, 3.0, 5.823299884796143, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 17.5]",10,-2,"[1.0, 3.0, 5.823299884796143, 0.0, 6.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.5]"
"[1.0, 3.0, 5.823299884796143, 0.0, 6.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.5]",10,0,"[1.0, 3.0, 5.849899768829346, 3.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.5]"
"[1.0, 3.0, 5.849899768829346, 3.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.5]",10,10,"[1.0, 3.0, 5.849899768829346, 1.0, 5.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 6.019899845123291, 1.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 17.0]"
"[1.0, 3.0, 6.019899845123291, 1.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 17.0]",10,0,"[1.0, 3.0, 6.019899845123291, 2.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 17.0]"
"[1.0, 3.0, 6.019899845123291, 2.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 17.0]",10,-2,"[1.0, 3.0, 6.019899845123291, 3.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 17.0]"
"[1.0, 3.0, 6.019899845123291, 3.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 17.0]",10,-2,"[1.0, 3.0, 6.019899845123291, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.0]"
"[1.0, 3.0, 6.019899845123291, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.0]",10,-2,"[1.0, 3.0, 6.053299903869629, 0.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.5]"
"[1.0, 3.0, 6.053299903869629, 0.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.5]",10,0,"[1.0, 3.0, 6.053299903869629, 5.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.5]"
"[1.0, 3.0, 6.053299903869629, 5.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.5]",2,0,"[1.0, 2.0, 6.053299903869629, 5.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.5]"
"[1.0, 2.0, 6.053299903869629, 5.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.5]",10,0,"[1.0, 2.0, 6.059899806976318, 1.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]"
"[1.0, 2.0, 6.059899806976318, 1.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]",4,0,"[1.0, 2.0, 6.059899806976318, 1.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 14.0]"
"[1.0, 2.0, 6.059899806976318, 1.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 14.0]",10,10,"[1.0, 2.0, 6.059899806976318, 5.0, 5.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 14.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 6.059899806976318, 4.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.0]"
"[1.0, 3.0, 6.059899806976318, 4.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.0]",10,-2,"[1.0, 3.0, 6.059899806976318, 0.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 2.0]"
"[1.0, 3.0, 6.059899806976318, 0.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 2.0]",10,0,"[1.0, 3.0, 6.073299884796143, 4.0, 10.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 6.073299884796143, 4.0, 10.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 6.073299884796143, 2.0, 8.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 6.073299884796143, 2.0, 8.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 6.079899787902832, 5.0, 9.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 6.079899787902832, 5.0, 9.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 6.079899787902832, 4.0, 5.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.909900188446045, 2.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.26660001277923584, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.909900188446045, 2.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.26660001277923584, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 5.909900188446045, 1.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.3199000060558319, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.796599864959717, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.733299970626831, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.796599864959717, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.733299970626831, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.796599864959717, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.7599999904632568, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.796599864959717, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.7599999904632568, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.809899806976318, 1.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.7599999904632568, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.809899806976318, 1.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.7599999904632568, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.809899806976318, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.7599999904632568, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.809899806976318, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.7599999904632568, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.813300132751465, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.800000011920929, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.813300132751465, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.800000011920929, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.813300132751465, 3.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.800000011920929, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.813300132751465, 3.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.800000011920929, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 5.813300132751465, 0.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.800000011920929, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.829899787902832, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.9899001121521, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.7200000286102295, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.9899001121521, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.7200000286102295, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 6.003300189971924, 4.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.7200000286102295, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 6.043300151824951, 4.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.866599977016449, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 6.039899826049805, 3.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 8.5]"
"[1.0, 3.0, 6.039899826049805, 3.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 8.5]",10,10,"[1.0, 3.0, 6.039899826049805, 2.0, 5.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.7399001121521, 3.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6000000238418579, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.7399001121521, 3.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6000000238418579, 1.7999999523162842, 1.0]",10,0,"[1.0, 3.0, 5.746600151062012, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6000000238418579, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.746600151062012, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6000000238418579, 1.7999999523162842, 1.0]",10,0,"[1.0, 3.0, 5.753300189971924, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6266000270843506, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.753300189971924, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6266000270843506, 1.7999999523162842, 1.0]",10,-2,"[1.0, 3.0, 5.753300189971924, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6266000270843506, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.753300189971924, 4.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6266000270843506, 1.7999999523162842, 1.0]",10,10,"[1.0, 3.0, 5.753300189971924, 0.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.6266000270843506, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.856599807739258, 4.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.856599807739258, 4.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.856599807739258, 3.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.856599807739258, 3.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.866600036621094, 5.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.866600036621094, 5.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 5.866600036621094, 1.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4666000008583069, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.946599960327148, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.946599960327148, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.946599960327148, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.946599960327148, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.946599960327148, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.946599960327148, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.956600189208984, 5.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.956600189208984, 5.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.956600189208984, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0932999849319458, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.956600189208984, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0932999849319458, 1.7999999523162842, 0.0]",2,0,"[1.0, 2.0, 5.956600189208984, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0932999849319458, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.956600189208984, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0932999849319458, 1.7999999523162842, 0.0]",10,0,"[1.0, 2.0, 5.95989990234375, 0.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.106600046157837, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.95989990234375, 0.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.106600046157837, 1.7999999523162842, 0.0]",10,0,"[1.0, 2.0, 5.966599941253662, 1.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1332999467849731, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.966599941253662, 1.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1332999467849731, 1.7999999523162842, 0.0]",4,0,"[1.0, 2.0, 5.966599941253662, 1.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.1332999467849731, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.966599941253662, 1.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.1332999467849731, 1.7999999523162842, 0.0]",10,-2,"[1.0, 2.0, 5.966599941253662, 1.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.1332999467849731, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.979899883270264, 4.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 3.0]"
"[1.0, 3.0, 5.979899883270264, 4.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 3.0]",10,10,"[1.0, 3.0, 5.979899883270264, 5.0, 5.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 3.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.939899921417236, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.9732999801635742, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.939899921417236, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.9732999801635742, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 5.939899921417236, 4.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0266000032424927, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.939899921417236, 4.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0266000032424927, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 5.946599960327148, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0266000032424927, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.946599960327148, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0266000032424927, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 5.946599960327148, 0.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0266000032424927, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.946599960327148, 0.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0266000032424927, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 5.946599960327148, 3.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.946599960327148, 3.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.5]",10,-2,"[1.0, 3.0, 5.956600189208984, 1.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.06659996509552, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.956600189208984, 1.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.06659996509552, 1.7999999523162842, 0.5]",10,-2,"[1.0, 3.0, 5.956600189208984, 0.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.06659996509552, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.956600189208984, 0.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.06659996509552, 1.7999999523162842, 0.5]",10,10,"[1.0, 3.0, 5.956600189208984, 5.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.06659996509552, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 6.046599864959717, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.21330000460147858, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 6.046599864959717, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.21330000460147858, 1.7999999523162842, 0.5]",5,0,"[1.0, 3.0, 6.053299903869629, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.21330000460147858, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 6.053299903869629, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.21330000460147858, 1.7999999523162842, 0.5]",10,10,"[1.0, 3.0, 6.053299903869629, 0.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.21330000460147858, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-2,"[1.0, 3.0, 5.95989990234375, 4.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.6399999856948853, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.95989990234375, 4.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.6399999856948853, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 5.95989990234375, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.6399999856948853, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.95989990234375, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.6399999856948853, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 5.9633002281188965, 5.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.6533000469207764, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.9633002281188965, 5.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.6533000469207764, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 5.9633002281188965, 1.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.6533000469207764, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.9633002281188965, 1.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.6533000469207764, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 5.973299980163574, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.6533000469207764, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.973299980163574, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.6533000469207764, 1.7999999523162842, 0.5]",4,0,"[1.0, 3.0, 5.973299980163574, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.6933000087738037, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.973299980163574, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.6933000087738037, 1.7999999523162842, 0.5]",10,-2,"[1.0, 3.0, 5.973299980163574, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.6933000087738037, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.973299980163574, 4.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.6933000087738037, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 5.973299980163574, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.6933000087738037, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.973299980163574, 5.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.6933000087738037, 1.7999999523162842, 0.5]",10,0,"[1.0, 3.0, 5.973299980163574, 4.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.7200000286102295, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.973299980163574, 4.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.7200000286102295, 1.7999999523162842, 0.5]",10,10,"[1.0, 3.0, 5.979899883270264, 3.0, 5.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.7200000286102295, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,10,"[1.0, 3.0, 6.153299808502197, 1.0, 6.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.07999999821186066, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,0,"[1.0, 3.0, 5.999899864196777, 2.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.5]"
"[1.0, 3.0, 5.999899864196777, 2.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.5]",10,0,"[1.0, 3.0, 6.013299942016602, 5.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.5]"
"[1.0, 3.0, 6.013299942016602, 5.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.5]",10,0,"[1.0, 3.0, 6.013299942016602, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 6.5]"
"[1.0, 3.0, 6.013299942016602, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 6.5]",10,0,"[1.0, 3.0, 6.013299942016602, 1.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 6.5]"
"[1.0, 3.0, 6.013299942016602, 1.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 6.5]",3,0,"[1.0, 3.0, 6.013299942016602, 1.0, 8.0, 1.0, 2.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 6.5]"
