State,Action,Reward,New_State
"[1.0, 3.0, 5.839900016784668, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.0, 12.5]",7,0,"[1.0, 1.0, 5.839900016784668, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.0, 12.5]"
"[1.0, 1.0, 5.839900016784668, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.0, 12.5]",6,-2,"[0.0, 1.0, 5.839900016784668, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.0, 12.5]"
"[0.0, 1.0, 5.839900016784668, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.0, 12.5]",10,0,"[0.0, 1.0, 5.839900016784668, 5.0, 6.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.0, 12.5]"
"[0.0, 1.0, 5.839900016784668, 5.0, 6.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.0, 12.5]",6,-2,"[0.0, 1.0, 5.853300094604492, 5.0, 6.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.0, 12.5]"
"[0.0, 1.0, 5.853300094604492, 5.0, 6.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.0, 12.5]",10,10,"[0.0, 1.0, 5.853300094604492, 3.0, 5.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.0, 12.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",3,0,"[1.0, 3.0, 5.806600093841553, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.093299999833107, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.806600093841553, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.093299999833107, 1.7999999523162842, 0.0]",6,0,"[1.0, 3.0, 5.806600093841553, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.093299999833107, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.806600093841553, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.093299999833107, 1.7999999523162842, 0.0]",6,-2,"[1.0, 3.0, 5.806600093841553, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.093299999833107, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.806600093841553, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.093299999833107, 1.7999999523162842, 0.0]",8,9,"[0.0, 3.0, 7.009900093078613, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.14659999310970306, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",2,0,"[1.0, 2.0, 5.766600131988525, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4666000008583069, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.766600131988525, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4666000008583069, 1.7999999523162842, 0.0]",2,-2,"[1.0, 2.0, 5.766600131988525, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4666000008583069, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.766600131988525, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4666000008583069, 1.7999999523162842, 0.0]",0,-1,"[1.0, 2.0, 6.179900169372559, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 17.0]"
"[1.0, 2.0, 6.179900169372559, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 17.0]",8,9,"[1.0, 2.0, 8.059900283813477, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 9.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",2,0,"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]",2,-2,"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]",6,0,"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]",2,-2,"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]",2,-2,"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.769899845123291, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]",7,0,"[1.0, 1.0, 5.769899845123291, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]"
"[1.0, 1.0, 5.769899845123291, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.506600022315979, 1.7999999523162842, 0.0]",1,-1,"[0.0, 1.0, 5.7733001708984375, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5465999841690063, 1.7999999523162842, 0.0]"
"[0.0, 1.0, 5.7733001708984375, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5465999841690063, 1.7999999523162842, 0.0]",0,-1,"[0.0, 1.0, 5.7733001708984375, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5465999841690063, 1.7999999523162842, 0.0]"
"[0.0, 1.0, 5.7733001708984375, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5465999841690063, 1.7999999523162842, 0.0]",2,0,"[1.0, 2.0, 5.7733001708984375, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5465999841690063, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.7733001708984375, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5465999841690063, 1.7999999523162842, 0.0]",2,-2,"[1.0, 2.0, 5.7733001708984375, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5465999841690063, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",5,0,"[1.0, 3.0, 6.009900093078613, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.053300000727176666, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 6.009900093078613, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.053300000727176666, 1.7999999523162842, 0.0]",0,-1,"[1.0, 3.0, 6.356599807739258, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.3866000175476074, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 6.356599807739258, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.3866000175476074, 1.7999999523162842, 0.0]",2,0,"[1.0, 2.0, 6.356599807739258, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.3866000175476074, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 6.356599807739258, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.3866000175476074, 1.7999999523162842, 0.0]",7,0,"[1.0, 1.0, 6.356599807739258, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.3866000175476074, 1.7999999523162842, 0.0]"
"[1.0, 1.0, 6.356599807739258, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.3866000175476074, 1.7999999523162842, 0.0]",4,0,"[1.0, 1.0, 6.356599807739258, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.4133000373840332, 1.7999999523162842, 0.0]"
"[1.0, 1.0, 6.356599807739258, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.4133000373840332, 1.7999999523162842, 0.0]",8,-1,"[0.0, 1.0, 6.2565999031066895, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 9.0]"
"[0.0, 1.0, 6.2565999031066895, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 9.0]",2,0,"[1.0, 2.0, 6.2565999031066895, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 9.0]"
"[1.0, 2.0, 6.2565999031066895, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 9.0]",2,-2,"[1.0, 2.0, 6.2565999031066895, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]"
"[1.0, 2.0, 6.2565999031066895, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]",2,-2,"[1.0, 2.0, 6.2565999031066895, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]"
"[1.0, 2.0, 6.2565999031066895, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]",2,-2,"[1.0, 2.0, 6.2565999031066895, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",6,0,"[1.0, 3.0, 5.769899845123291, 3.0, 7.0, 0.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.5]"
"[1.0, 3.0, 5.769899845123291, 3.0, 7.0, 0.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.5]",6,-2,"[1.0, 3.0, 5.769899845123291, 3.0, 7.0, 0.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.5]"
"[1.0, 3.0, 5.769899845123291, 3.0, 7.0, 0.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.5]",6,-2,"[1.0, 3.0, 5.769899845123291, 3.0, 7.0, 0.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.769899845123291, 3.0, 7.0, 0.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",1,9,"[0.0, 3.0, 7.016600131988525, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013299999758601189, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",0,-1,"[1.0, 3.0, 6.296599864959717, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 6.296599864959717, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.0533000230789185, 1.7999999523162842, 0.5]",0,-1,"[1.0, 3.0, 6.799900054931641, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013299999758601189, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 6.799900054931641, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013299999758601189, 1.7999999523162842, 0.5]",0,-1,"[0.0, 3.0, 6.853300094604492, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.4532999992370605, 1.7999999523162842, 0.5]"
"[0.0, 3.0, 6.853300094604492, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.4532999992370605, 1.7999999523162842, 0.5]",0,-1,"[0.0, 3.0, 6.639900207519531, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.5]"
"[0.0, 3.0, 6.639900207519531, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.5]",8,-1,"[0.0, 3.0, 5.526599884033203, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1332999467849731, 1.7999999523162842, 0.5]"
"[0.0, 3.0, 5.526599884033203, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1332999467849731, 1.7999999523162842, 0.5]",0,-1,"[0.0, 3.0, 5.3165998458862305, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.093299999833107, 1.7999999523162842, 0.5]"
"[0.0, 3.0, 5.3165998458862305, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.093299999833107, 1.7999999523162842, 0.5]",0,-1,"[0.0, 3.0, 4.9633002281188965, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.506600022315979, 1.7999999523162842, 0.5]"
"[0.0, 3.0, 4.9633002281188965, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.506600022315979, 1.7999999523162842, 0.5]",0,-1,"[0.0, 3.0, 4.7399001121521, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5199999809265137, 1.7999999523162842, 0.5]"
"[0.0, 3.0, 4.7399001121521, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5199999809265137, 1.7999999523162842, 0.5]",11,9,"[0.0, 3.0, 4.109899997711182, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 2.0, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",0,-1,"[1.0, 3.0, 6.369900226593018, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.493299961090088, 1.7999999523162842, 0.0]"
"[1.0, 3.0, 6.369900226593018, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.493299961090088, 1.7999999523162842, 0.0]",0,-1,"[1.0, 3.0, 6.883299827575684, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5733000040054321, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 6.883299827575684, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5733000040054321, 1.7999999523162842, 1.0]",7,0,"[1.0, 1.0, 6.883299827575684, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5733000040054321, 1.7999999523162842, 1.0]"
"[1.0, 1.0, 6.883299827575684, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.5733000040054321, 1.7999999523162842, 1.0]",6,0,"[0.0, 1.0, 6.883299827575684, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.5733000040054321, 1.7999999523162842, 1.0]"
"[0.0, 1.0, 6.883299827575684, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.5733000040054321, 1.7999999523162842, 1.0]",3,0,"[0.0, 1.0, 6.883299827575684, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.5733000040054321, 1.7999999523162842, 1.0]"
"[0.0, 1.0, 6.883299827575684, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.5733000040054321, 1.7999999523162842, 1.0]",4,0,"[0.0, 1.0, 6.883299827575684, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.5733000040054321, 1.7999999523162842, 1.0]"
"[0.0, 1.0, 6.883299827575684, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.5733000040054321, 1.7999999523162842, 1.0]",0,-1,"[0.0, 1.0, 6.533299922943115, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 7.5]"
"[0.0, 1.0, 6.533299922943115, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 7.5]",0,-1,"[0.0, 1.0, 6.166600227355957, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 11.5]"
"[0.0, 1.0, 6.166600227355957, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 11.5]",0,-1,"[0.0, 1.0, 5.789899826049805, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 16.5]"
"[0.0, 1.0, 5.789899826049805, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 16.5]",0,-1,"[0.0, 1.0, 5.403299808502197, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 18.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",2,0,"[1.0, 2.0, 6.086599826812744, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 9.0]"
"[1.0, 2.0, 6.086599826812744, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 9.0]",2,-2,"[1.0, 2.0, 6.086599826812744, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 9.0]"
"[1.0, 2.0, 6.086599826812744, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 9.0]",2,-2,"[1.0, 2.0, 6.086599826812744, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.0]"
"[1.0, 2.0, 6.086599826812744, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.0]",2,-2,"[1.0, 2.0, 6.086599826812744, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.0]"
"[1.0, 2.0, 6.086599826812744, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.0]",8,9,"[1.0, 2.0, 7.866600036621094, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4932999908924103, 1.7999999523162842, 0.5]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",2,0,"[1.0, 2.0, 5.746600151062012, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.0]"
"[1.0, 2.0, 5.746600151062012, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.0]",8,9,"[1.0, 2.0, 7.2733001708984375, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.36000001430511475, 1.7999999523162842, 1.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",8,-1,"[0.0, 3.0, 6.699900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]"
"[0.0, 3.0, 6.699900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]",2,0,"[1.0, 2.0, 6.699900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]"
"[1.0, 2.0, 6.699900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]",2,-2,"[1.0, 2.0, 6.699900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 13.0]"
"[1.0, 2.0, 6.699900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 13.0]",7,0,"[1.0, 1.0, 6.699900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 13.0]"
"[1.0, 1.0, 6.699900150299072, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 13.0]",8,-1,"[0.0, 1.0, 5.779900074005127, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 4.0]"
"[0.0, 1.0, 5.779900074005127, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 4.0]",4,0,"[0.0, 1.0, 5.779900074005127, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 4.0]"
"[0.0, 1.0, 5.779900074005127, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 4.0]",4,-2,"[0.0, 1.0, 5.779900074005127, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 4.0]"
"[0.0, 1.0, 5.779900074005127, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 4.0]",7,-2,"[0.0, 1.0, 5.779900074005127, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]"
"[0.0, 1.0, 5.779900074005127, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]",2,0,"[1.0, 2.0, 5.779900074005127, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]"
"[1.0, 2.0, 5.779900074005127, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]",2,-2,"[1.0, 2.0, 5.779900074005127, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]"
"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",11,-1,"[1.0, 3.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 12.0]"
"[1.0, 3.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 12.0]",2,0,"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]"
"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]",4,0,"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 11.0]"
"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 11.0]",2,-2,"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 11.0]"
"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 11.0]",5,0,"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.7999999523162842, 11.0]"
"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.7999999523162842, 11.0]",5,-2,"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 11.0]"
"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 11.0]",2,-2,"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 11.0]"
"[1.0, 2.0, 6.856599807739258, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 11.0]",2,-2,"[1.0, 2.0, 6.869900226593018, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 10.0]"
"[1.0, 2.0, 6.869900226593018, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 10.0]",2,-2,"[1.0, 2.0, 6.869900226593018, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 10.0]"
"[1.0, 2.0, 6.869900226593018, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 10.0]",3,0,"[1.0, 2.0, 6.869900226593018, 3.0, 7.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 10.0]"
