Episodio,Durata/Episodio,Loss/Episodio,Reward/Episodio
131,10,0.44915753447273177,-8
132,10,0.34718647707208444,0
133,10,0.44281066770385047,-10
134,6,0.6669894229677844,4
135,2,0.17676569663930192,8
136,2,0.5998675054314699,8
137,10,0.425961595225506,-9
138,10,0.5890844021280466,-10
139,10,0.4025137491787797,-9
140,9,0.5873583440326764,1
141,3,0.5063152522974721,7
142,10,0.5578614912459672,-10
143,5,0.49810440967477254,7
144,9,0.4569640414524307,1
145,10,0.6304869022715691,-8
146,1,0.682204830136434,9
147,10,0.44534972486507074,-9
148,8,0.5799044910163416,3
149,1,0.13863550973408845,9
150,5,0.3543517301347417,5
151,3,0.507969306805848,7
152,8,0.48413524923801154,2
153,4,0.7815687712234822,16
154,10,0.3950129785864393,-9
155,5,0.38051418894840944,5
156,5,0.7515487781980885,5
157,1,0.7789074877750044,9
158,2,0.5349238051125711,8
159,10,0.48165489877200274,-10
160,10,0.35309684669581254,-9
161,2,0.2590376814494669,8
162,7,0.22438538828877178,3
163,2,0.30905837207007364,8
164,10,0.5908646518776226,-9
165,4,0.2951922915478278,16
166,10,0.4038574950549127,-10
167,5,0.8094782614232443,6
168,3,0.506011616581568,7
169,2,0.3926170550685303,18
170,10,0.4635248405102058,-8
171,10,0.49453942318185506,-10
172,1,0.36526750575516975,9
173,10,0.40496596267393825,-9
174,2,0.8698634974241181,8
175,10,0.4130850285095722,-9
176,10,0.48186504783488904,-10
177,7,0.4013053856097528,3
178,10,0.5974243509335182,-10
179,8,0.43145502661793345,2
180,10,0.5650663418736721,-10
181,10,0.5812849768404544,-10
182,10,0.42559562770904125,-10
183,3,0.6050457597268407,7
184,6,0.5473360260956293,4
185,5,0.42091349890353164,5
186,10,0.6536004560596368,-8
187,1,0.36984724981879513,9
188,2,0.36155687509974027,8
189,10,0.44739020485177505,-9
190,10,0.5181947625751641,-10
191,5,0.5719993209328844,5
192,3,0.19686609203492159,7
193,4,0.5070532058842058,6
194,3,0.22476470874019386,8
195,2,0.47324306513766595,8
196,10,0.61952402251523,-10
197,4,0.4442344748330228,6
198,10,0.5582146764869581,-10
199,10,0.6022685488981864,0
200,5,0.5993780845392862,15
