Timestep,Episodio,Stato,Azione,Ricompensa,Stato successivo,Terminato
11,3,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",11,9,"[0.0, 3.0, 7.013333320617676, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 8.0, 1.0]",True
12,4,"[1.0, 3.0, 5.913333415985107, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.3866666555404663, 1.7999999523162842, 1.0]",3,-1,"[1.0, 3.0, 5.916666507720947, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.41333332657814026, 1.7999999523162842, 1.0]",False
13,4,"[1.0, 3.0, 5.916666507720947, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.41333332657814026, 1.7999999523162842, 1.0]",7,-1,"[1.0, 3.0, 5.920000076293945, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.4266666769981384, 1.7999999523162842, 1.0]",False
14,4,"[1.0, 3.0, 5.920000076293945, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.4266666769981384, 1.7999999523162842, 1.0]",8,9,"[0.0, 1.0, 4.7166666984558105, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 1.0]",True
15,5,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",9,-1,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
16,5,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",7,-1,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 9.0, 1.0]",False
17,5,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 9.0, 1.0]",9,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 9.0, 1.0]",False
18,5,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 9.0, 1.0]",5,-1,"[0.0, 1.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 7.0, 1.0]",False
19,5,"[0.0, 1.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 7.0, 1.0]",4,0,"[0.0, 1.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.07999999821186066, 7.0, 1.0]",False
20,5,"[0.0, 1.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.07999999821186066, 7.0, 1.0]",1,-1,"[0.0, 1.0, 5.679999828338623, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 7.0, 8.0]",False
21,5,"[0.0, 1.0, 5.679999828338623, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 7.0, 8.0]",4,-2,"[0.0, 1.0, 5.679999828338623, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 7.0, 7.5]",False
22,5,"[0.0, 1.0, 5.679999828338623, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 7.0, 7.5]",3,-1,"[0.0, 1.0, 5.679999828338623, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 7.0, 7.0]",False
23,5,"[0.0, 1.0, 5.679999828338623, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 7.0, 7.0]",5,-1,"[0.0, 1.0, 5.679999828338623, 3.0, 7.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0, 7.0, 6.5]",False
24,5,"[0.0, 1.0, 5.679999828338623, 3.0, 7.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0, 7.0, 6.5]",6,-1,"[0.0, 1.0, 5.676666736602783, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 1.0, 0.0, 7.0, 6.0]",True
25,6,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 2.0]",8,-1,"[0.0, 3.0, 6.956666469573975, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 5.5]",False
26,6,"[0.0, 3.0, 6.956666469573975, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 5.5]",10,-1,"[0.0, 3.0, 6.956666469573975, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 5.0]",False
27,6,"[0.0, 3.0, 6.956666469573975, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 5.0]",11,9,"[0.0, 3.0, 6.423333168029785, 1.0, 8.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 1.7999999523162842, 1.0]",True
28,7,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",8,-1,"[0.0, 3.0, 6.993333339691162, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
29,7,"[0.0, 3.0, 6.993333339691162, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 1.0]",1,-1,"[0.0, 3.0, 6.006666660308838, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.1733333319425583, 1.7999999523162842, 1.0]",False
30,7,"[0.0, 3.0, 6.006666660308838, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.1733333319425583, 1.7999999523162842, 1.0]",6,-1,"[0.0, 3.0, 6.003333568572998, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.18666666746139526, 1.7999999523162842, 1.0]",False
31,7,"[0.0, 3.0, 6.003333568572998, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.18666666746139526, 1.7999999523162842, 1.0]",11,-1,"[0.0, 3.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",False
32,7,"[0.0, 3.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",11,-1,"[0.0, 3.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",False
33,7,"[0.0, 3.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",7,-1,"[0.0, 3.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",False
34,7,"[0.0, 3.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",11,-1,"[0.0, 1.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",False
35,7,"[0.0, 1.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",7,-1,"[0.0, 1.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",False
36,7,"[0.0, 1.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",8,-1,"[0.0, 1.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",False
37,7,"[0.0, 1.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",0,-1,"[0.0, 1.0, 6.0, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.2133333384990692, 1.7999999523162842, 1.0]",True
38,8,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",7,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
39,8,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",1,-1,"[0.0, 1.0, 4.893333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 1.5]",False
40,8,"[0.0, 1.0, 4.893333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 1.5]",7,-1,"[0.0, 1.0, 4.893333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
41,8,"[0.0, 1.0, 4.893333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 1.0]",10,-1,"[0.0, 1.0, 4.893333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
42,8,"[0.0, 1.0, 4.893333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",7,-1,"[0.0, 1.0, 4.893333435058594, 2.0, 9.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
43,8,"[0.0, 1.0, 4.893333435058594, 2.0, 9.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",4,0,"[0.0, 1.0, 4.893333435058594, 2.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 1.0]",False
44,8,"[0.0, 1.0, 4.893333435058594, 2.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 1.0]",5,-1,"[0.0, 1.0, 4.893333435058594, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 0.0]",False
45,8,"[0.0, 1.0, 4.893333435058594, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 0.0]",8,9,"[0.0, 1.0, 4.426666736602783, 2.0, 9.0, 0.0, 3.0, 0.0, 0.0, 1.0, 1.8666666746139526, 1.7999999523162842, 0.0]",True
46,9,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",8,-1,"[0.0, 3.0, 6.983333110809326, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.5]",False
47,9,"[0.0, 3.0, 6.983333110809326, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.5]",9,-1,"[0.0, 3.0, 6.983333110809326, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 8.0, 2.0]",False
48,9,"[0.0, 3.0, 6.983333110809326, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 8.0, 2.0]",11,-1,"[0.0, 3.0, 6.440000057220459, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 8.0, 1.0]",False
49,9,"[0.0, 3.0, 6.440000057220459, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 8.0, 1.0]",3,-1,"[0.0, 3.0, 6.440000057220459, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 8.0, 1.0]",False
50,9,"[0.0, 3.0, 6.440000057220459, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 8.0, 1.0]",5,-1,"[0.0, 3.0, 6.440000057220459, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 8.0, 1.0]",False
51,9,"[0.0, 3.0, 6.440000057220459, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 8.0, 1.0]",3,-1,"[0.0, 3.0, 6.440000057220459, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 8.0, 1.0]",False
52,9,"[0.0, 3.0, 6.440000057220459, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 8.0, 1.0]",11,-1,"[0.0, 3.0, 5.7166666984558105, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 8.0, 1.0]",False
53,9,"[0.0, 3.0, 5.7166666984558105, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 8.0, 1.0]",11,-1,"[0.0, 3.0, 4.9033331871032715, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 8.0, 1.0]",False
54,9,"[0.0, 3.0, 4.9033331871032715, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 8.0, 1.0]",0,-1,"[0.0, 3.0, 4.616666793823242, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 8.0, 1.0]",False
55,9,"[0.0, 3.0, 4.616666793823242, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 8.0, 1.0]",11,-1,"[0.0, 3.0, 3.7933332920074463, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 8.0, 1.0]",True
56,10,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",3,-1,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
57,10,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",2,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 1.0]",False
58,10,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 1.0]",3,-1,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 1.7999999523162842, 1.0]",False
59,10,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 1.7999999523162842, 1.0]",7,-1,"[1.0, 2.0, 5.823333263397217, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 1.7999999523162842, 1.0]",False
60,10,"[1.0, 2.0, 5.823333263397217, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 1.7999999523162842, 1.0]",2,-1,"[0.0, 1.0, 5.823333263397217, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.06666667014360428, 1.7999999523162842, 1.0]",False
61,10,"[0.0, 1.0, 5.823333263397217, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.06666667014360428, 1.7999999523162842, 1.0]",11,9,"[1.0, 2.0, 6.62333345413208, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 1.0]",True
62,11,"[1.0, 3.0, 5.909999847412109, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 1.0]",10,-1,"[1.0, 3.0, 5.909999847412109, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 1.0]",False
63,11,"[1.0, 3.0, 5.909999847412109, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 1.0]",1,-1,"[1.0, 3.0, 7.62666654586792, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.159999966621399, 1.7999999523162842, 1.0]",False
64,11,"[1.0, 3.0, 7.62666654586792, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.159999966621399, 1.7999999523162842, 1.0]",2,-1,"[1.0, 3.0, 7.630000114440918, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1866666078567505, 1.7999999523162842, 1.0]",False
65,11,"[1.0, 3.0, 7.630000114440918, 1.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1866666078567505, 1.7999999523162842, 1.0]",6,-1,"[1.0, 2.0, 7.633333206176758, 1.0, 8.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 1.2000000476837158, 1.7999999523162842, 1.0]",False
66,11,"[1.0, 2.0, 7.633333206176758, 1.0, 8.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 1.2000000476837158, 1.7999999523162842, 1.0]",10,-1,"[1.0, 2.0, 7.639999866485596, 1.0, 8.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 1.2133333683013916, 1.7999999523162842, 1.0]",False
67,11,"[1.0, 2.0, 7.639999866485596, 1.0, 8.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 1.2133333683013916, 1.7999999523162842, 1.0]",7,-1,"[1.0, 2.0, 7.639999866485596, 0.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.2266666889190674, 1.7999999523162842, 1.0]",False
68,11,"[1.0, 2.0, 7.639999866485596, 0.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.2266666889190674, 1.7999999523162842, 1.0]",8,-1,"[0.0, 1.0, 7.6533331871032715, 0.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.2266666889190674, 1.7999999523162842, 1.0]",False
69,11,"[0.0, 1.0, 7.6533331871032715, 0.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.2266666889190674, 1.7999999523162842, 1.0]",8,-1,"[0.0, 1.0, 7.6533331871032715, 0.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.2266666889190674, 1.7999999523162842, 1.0]",False
70,11,"[0.0, 1.0, 7.6533331871032715, 0.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.2266666889190674, 1.7999999523162842, 1.0]",3,-1,"[0.0, 1.0, 7.6533331871032715, 0.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.2266666889190674, 1.7999999523162842, 1.0]",False
71,11,"[0.0, 1.0, 7.6533331871032715, 0.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 1.2266666889190674, 1.7999999523162842, 1.0]",1,9,"[0.0, 1.0, 6.443333148956299, 0.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 1.0]",True
72,12,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",10,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
73,12,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",10,-1,"[1.0, 3.0, 5.816666603088379, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
74,12,"[1.0, 3.0, 5.816666603088379, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",8,-1,"[1.0, 3.0, 7.316666603088379, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.5]",False
75,12,"[1.0, 3.0, 7.316666603088379, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.5]",0,-1,"[1.0, 3.0, 7.633333206176758, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1066666841506958, 1.7999999523162842, 1.0]",False
76,12,"[1.0, 3.0, 7.633333206176758, 0.0, 8.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1066666841506958, 1.7999999523162842, 1.0]",3,-1,"[1.0, 3.0, 7.633333206176758, 0.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.1200000047683716, 1.7999999523162842, 1.0]",False
77,12,"[1.0, 3.0, 7.633333206176758, 0.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.1200000047683716, 1.7999999523162842, 1.0]",4,0,"[1.0, 3.0, 7.639999866485596, 0.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 2.0, 1.1466666460037231, 1.7999999523162842, 0.5]",False
78,12,"[1.0, 3.0, 7.639999866485596, 0.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 2.0, 1.1466666460037231, 1.7999999523162842, 0.5]",9,-1,"[1.0, 3.0, 7.643333435058594, 0.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 1.159999966621399, 1.7999999523162842, 0.0]",False
79,12,"[1.0, 3.0, 7.643333435058594, 0.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 1.159999966621399, 1.7999999523162842, 0.0]",3,-1,"[1.0, 3.0, 7.646666526794434, 0.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 1.159999966621399, 9.0, 0.0]",False
80,12,"[1.0, 3.0, 7.646666526794434, 0.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 1.159999966621399, 9.0, 0.0]",10,-1,"[1.0, 3.0, 7.6533331871032715, 0.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 9.0, 19.0]",False
81,12,"[1.0, 3.0, 7.6533331871032715, 0.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 9.0, 19.0]",8,-1,"[0.0, 3.0, 7.086666584014893, 0.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 9.0, 7.0]",True
