Timestep,Episodio,Stato,Azione,Ricompensa,Stato successivo,Terminato
304,44,"[1.0, 2.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 9.0, 0.0]",6,-1,"[1.0, 2.0, 5.823333263397217, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 9.0, 0.0]",False
305,44,"[1.0, 2.0, 5.823333263397217, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 9.0, 0.0]",8,9,"[1.0, 2.0, 8.25333309173584, 1.0, 8.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.06666667014360428, 9.0, 0.0]",True
306,45,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",5,-1,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 1.0, 0.013333333656191826, 1.7999999523162842, 0.0]",False
307,45,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 1.0, 0.013333333656191826, 1.7999999523162842, 0.0]",7,-1,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.02666666731238365, 1.7999999523162842, 0.0]",False
308,45,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.02666666731238365, 1.7999999523162842, 0.0]",0,-1,"[0.0, 1.0, 5.5333333015441895, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.1866666078567505, 1.7999999523162842, 0.0]",False
309,45,"[0.0, 1.0, 5.5333333015441895, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.1866666078567505, 1.7999999523162842, 0.0]",2,-1,"[0.0, 1.0, 5.53000020980835, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.2000000476837158, 1.7999999523162842, 0.0]",False
310,45,"[0.0, 1.0, 5.53000020980835, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.2000000476837158, 1.7999999523162842, 0.0]",11,9,"[1.0, 2.0, 6.5333333015441895, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 2.0, 1.7999999523162842, 0.0]",True
311,46,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",6,-1,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",False
312,46,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",0,-1,"[1.0, 3.0, 6.383333206176758, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.0]",False
313,46,"[1.0, 3.0, 6.383333206176758, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.0]",7,-1,"[1.0, 3.0, 6.389999866485596, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.0]",False
314,46,"[1.0, 3.0, 6.389999866485596, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.0]",9,-1,"[1.0, 1.0, 6.396666526794434, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.0]",False
315,46,"[1.0, 1.0, 6.396666526794434, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.0]",1,-1,"[0.0, 1.0, 6.4033331871032715, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 7.0, 0.0]",False
316,46,"[0.0, 1.0, 6.4033331871032715, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 7.0, 0.0]",6,-1,"[0.0, 1.0, 6.4033331871032715, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 7.0, 0.0]",False
317,46,"[0.0, 1.0, 6.4033331871032715, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 7.0, 0.0]",6,-1,"[0.0, 1.0, 6.4033331871032715, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 7.0, 0.0]",False
318,46,"[0.0, 1.0, 6.4033331871032715, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 7.0, 0.0]",7,-1,"[0.0, 1.0, 6.4033331871032715, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 7.0, 0.0]",False
319,46,"[0.0, 1.0, 6.4033331871032715, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 7.0, 0.0]",9,-1,"[0.0, 1.0, 6.4033331871032715, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 7.0, 0.0]",False
320,46,"[0.0, 1.0, 6.4033331871032715, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 7.0, 0.0]",4,0,"[0.0, 1.0, 6.4033331871032715, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 7.0, 0.0]",True
321,47,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",0,-1,"[1.0, 3.0, 6.0933332443237305, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.159999966621399, 1.7999999523162842, 0.0]",False
322,47,"[1.0, 3.0, 6.0933332443237305, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.159999966621399, 1.7999999523162842, 0.0]",1,-1,"[0.0, 3.0, 6.62333345413208, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.2400000095367432, 1.7999999523162842, 0.5]",False
323,47,"[0.0, 3.0, 6.62333345413208, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.2400000095367432, 1.7999999523162842, 0.5]",5,-1,"[0.0, 3.0, 6.619999885559082, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.253333330154419, 1.7999999523162842, 0.5]",False
324,47,"[0.0, 3.0, 6.619999885559082, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.253333330154419, 1.7999999523162842, 0.5]",3,-1,"[0.0, 3.0, 6.613333225250244, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.2666666507720947, 1.7999999523162842, 0.5]",False
325,47,"[0.0, 3.0, 6.613333225250244, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.2666666507720947, 1.7999999523162842, 0.5]",6,-1,"[0.0, 3.0, 6.610000133514404, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 1.0, 1.2799999713897705, 1.7999999523162842, 0.5]",False
326,47,"[0.0, 3.0, 6.610000133514404, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 1.0, 1.2799999713897705, 1.7999999523162842, 0.5]",3,-1,"[0.0, 3.0, 6.606666564941406, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 1.0, 1.2933332920074463, 1.7999999523162842, 0.5]",False
327,47,"[0.0, 3.0, 6.606666564941406, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 1.0, 1.2933332920074463, 1.7999999523162842, 0.5]",0,9,"[0.0, 3.0, 6.316666603088379, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 1.7999999523162842, 0.5]",True
328,48,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",5,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.02666666731238365, 1.7999999523162842, 0.5]",False
329,48,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.02666666731238365, 1.7999999523162842, 0.5]",10,-1,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.03999999910593033, 1.7999999523162842, 0.5]",False
330,48,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.03999999910593033, 1.7999999523162842, 0.5]",1,9,"[1.0, 3.0, 7.793333530426025, 0.0, 8.0, 0.0, 3.0, 0.0, 0.0, 1.0, 1.8799999952316284, 1.7999999523162842, 0.5]",True
331,49,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",7,-1,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",False
332,49,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",3,-1,"[0.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.5]",False
333,49,"[0.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.5]",11,9,"[0.0, 1.0, 5.013333320617676, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 0.5]",True
334,50,"[1.0, 3.0, 5.900000095367432, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 0.5]",6,-1,"[1.0, 3.0, 5.9033331871032715, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4266666769981384, 1.7999999523162842, 0.5]",False
335,50,"[1.0, 3.0, 5.9033331871032715, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4266666769981384, 1.7999999523162842, 0.5]",6,-1,"[1.0, 3.0, 5.9066667556762695, 3.0, 7.0, 0.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.5]",False
336,50,"[1.0, 3.0, 5.9066667556762695, 3.0, 7.0, 0.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.5]",10,-1,"[1.0, 3.0, 5.920000076293945, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.5]",False
337,50,"[1.0, 3.0, 5.920000076293945, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.5]",6,-1,"[1.0, 3.0, 5.920000076293945, 2.0, 9.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.5]",False
338,50,"[1.0, 3.0, 5.920000076293945, 2.0, 9.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.5]",3,-1,"[1.0, 3.0, 5.933333396911621, 2.0, 9.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.5]",False
339,50,"[1.0, 3.0, 5.933333396911621, 2.0, 9.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.4399999976158142, 1.7999999523162842, 0.5]",5,-1,"[1.0, 3.0, 5.933333396911621, 2.0, 9.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.4399999976158142, 1.7999999523162842, 0.5]",False
340,50,"[1.0, 3.0, 5.933333396911621, 2.0, 9.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.4399999976158142, 1.7999999523162842, 0.5]",2,-1,"[1.0, 3.0, 5.943333148956299, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.4399999976158142, 1.7999999523162842, 0.5]",False
341,50,"[1.0, 3.0, 5.943333148956299, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.4399999976158142, 1.7999999523162842, 0.5]",0,-1,"[1.0, 2.0, 6.230000019073486, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 1.5866667032241821, 1.7999999523162842, 0.5]",False
342,50,"[1.0, 2.0, 6.230000019073486, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 1.5866667032241821, 1.7999999523162842, 0.5]",6,-1,"[1.0, 2.0, 6.233333110809326, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 1.600000023841858, 1.7999999523162842, 0.5]",False
343,50,"[1.0, 2.0, 6.233333110809326, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 1.600000023841858, 1.7999999523162842, 0.5]",7,-1,"[1.0, 2.0, 6.236666679382324, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 1.6133333444595337, 1.7999999523162842, 0.5]",True
344,51,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",8,-1,"[0.0, 3.0, 6.9666666984558105, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.0]",False
345,51,"[0.0, 3.0, 6.9666666984558105, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.0]",4,0,"[0.0, 3.0, 6.9666666984558105, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 1.5]",False
346,51,"[0.0, 3.0, 6.9666666984558105, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 1.5]",7,-1,"[0.0, 3.0, 6.9666666984558105, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 1.0]",False
347,51,"[0.0, 3.0, 6.9666666984558105, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 1.0]",3,-1,"[0.0, 3.0, 6.9666666984558105, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 0.5]",False
348,51,"[0.0, 3.0, 6.9666666984558105, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 0.5]",2,-1,"[0.0, 1.0, 6.9666666984558105, 3.0, 7.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 19.5]",False
349,51,"[0.0, 1.0, 6.9666666984558105, 3.0, 7.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 19.5]",0,9,"[1.0, 2.0, 7.25, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 16.5]",True
350,52,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",7,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",False
351,52,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",0,-1,"[0.0, 1.0, 5.53000020980835, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1733332872390747, 1.7999999523162842, 0.0]",False
352,52,"[0.0, 1.0, 5.53000020980835, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1733332872390747, 1.7999999523162842, 0.0]",10,-1,"[0.0, 1.0, 5.53000020980835, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1866666078567505, 1.7999999523162842, 0.0]",False
353,52,"[0.0, 1.0, 5.53000020980835, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1866666078567505, 1.7999999523162842, 0.0]",7,-1,"[0.0, 1.0, 5.523333549499512, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.2000000476837158, 1.7999999523162842, 0.0]",False
354,52,"[0.0, 1.0, 5.523333549499512, 3.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.2000000476837158, 1.7999999523162842, 0.0]",4,0,"[0.0, 1.0, 5.519999980926514, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 2.0, 1.2133333683013916, 1.7999999523162842, 0.0]",False
355,52,"[0.0, 1.0, 5.519999980926514, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 2.0, 1.2133333683013916, 1.7999999523162842, 0.0]",9,-1,"[0.0, 1.0, 5.516666889190674, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.2266666889190674, 1.7999999523162842, 0.0]",False
356,52,"[0.0, 1.0, 5.516666889190674, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 1.2266666889190674, 1.7999999523162842, 0.0]",6,-1,"[0.0, 1.0, 5.513333320617676, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 9.0, 19.0]",False
357,52,"[0.0, 1.0, 5.513333320617676, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 9.0, 19.0]",10,-1,"[0.0, 1.0, 5.510000228881836, 2.0, 10.0, 0.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 9.0, 19.0]",False
358,52,"[0.0, 1.0, 5.510000228881836, 2.0, 10.0, 0.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 9.0, 19.0]",11,-1,"[0.0, 1.0, 5.506666660308838, 1.0, 8.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 9.0, 18.5]",False
359,52,"[0.0, 1.0, 5.506666660308838, 1.0, 8.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 9.0, 18.5]",3,-1,"[0.0, 1.0, 5.506666660308838, 1.0, 8.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 9.0, 18.0]",True
360,53,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",8,-1,"[0.0, 3.0, 6.983333110809326, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 0.5]",False
361,53,"[0.0, 3.0, 6.983333110809326, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 0.5]",11,9,"[0.0, 3.0, 6.3466668128967285, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 1.7999999523162842, 0.5]",True
362,54,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",9,-1,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",False
363,54,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",3,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 9.0, 0.5]",False
364,54,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 9.0, 0.5]",6,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 9.0, 0.5]",False
365,54,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 9.0, 0.5]",2,-1,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 9.0, 0.5]",False
366,54,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 9.0, 0.5]",8,9,"[1.0, 2.0, 8.243332862854004, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.06666667014360428, 9.0, 0.5]",True
367,55,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",2,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",False
368,55,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",2,-1,"[1.0, 2.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",False
369,55,"[1.0, 2.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",0,-1,"[1.0, 2.0, 6.106666564941406, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1733332872390747, 1.7999999523162842, 0.5]",False
370,55,"[1.0, 2.0, 6.106666564941406, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1733332872390747, 1.7999999523162842, 0.5]",7,-1,"[1.0, 2.0, 6.106666564941406, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1866666078567505, 1.7999999523162842, 0.5]",False
371,55,"[1.0, 2.0, 6.106666564941406, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1866666078567505, 1.7999999523162842, 0.5]",9,-1,"[1.0, 2.0, 6.113333225250244, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.2000000476837158, 1.7999999523162842, 0.5]",False
372,55,"[1.0, 2.0, 6.113333225250244, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.2000000476837158, 1.7999999523162842, 0.5]",10,-1,"[0.0, 1.0, 6.113333225250244, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.2133333683013916, 8.0, 0.5]",False
373,55,"[0.0, 1.0, 6.113333225250244, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.2133333683013916, 8.0, 0.5]",11,-1,"[0.0, 1.0, 5.316666603088379, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 8.0, 0.5]",False
374,55,"[0.0, 1.0, 5.316666603088379, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 8.0, 0.5]",11,-1,"[0.0, 1.0, 4.5366668701171875, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 8.0, 0.5]",False
375,55,"[0.0, 1.0, 4.5366668701171875, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 8.0, 0.5]",3,-1,"[0.0, 1.0, 4.53000020980835, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 8.0, 0.5]",False
376,55,"[0.0, 1.0, 4.53000020980835, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 8.0, 0.5]",9,-1,"[0.0, 1.0, 4.526666641235352, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 8.0, 0.5]",True
377,56,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",4,0,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",False
378,56,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",5,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",False
379,56,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",1,19,"[0.0, 3.0, 7.019999980926514, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 1.8666666746139526, 1.7999999523162842, 0.5]",True
380,57,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",8,-1,"[0.0, 3.0, 6.976666450500488, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.5]",False
381,57,"[0.0, 3.0, 6.976666450500488, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.5]",11,9,"[0.0, 3.0, 6.210000038146973, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 0.5]",True
382,58,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",1,-1,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 1.7999999523162842, 0.5]",False
