step,Duration/Episode,Loss/Episode,Reward/Episode
99,5.0,0.0,5.0
100,2.0,0.0,8.0
101,4.0,0.0,6.0
102,2.0,0.0,8.0
103,5.0,0.0,5.0
104,2.0,0.0,8.0
105,2.0,0.0,8.0
106,1.0,0.0,9.0
107,4.0,0.0,6.0
108,10.0,0.0,-10.0
109,1.0,0.0,9.0
110,4.0,0.0,6.0
111,1.0,0.0,9.0
112,2.0,0.0,8.0
113,4.0,0.0,6.0
114,1.0,0.0,9.0
115,1.0,0.0,9.0
116,2.0,0.0,18.0
117,2.0,0.0,8.0
118,4.0,0.0,16.0
119,8.0,0.0,12.0
120,1.0,0.0,9.0
121,5.0,0.0,5.0
122,1.0,0.0,9.0
123,1.0,0.0,9.0
124,1.0,0.0,9.0
125,2.0,0.0,18.0
126,3.0,0.0,17.0
127,2.0,0.0,18.0
128,1.0,0.0,9.0
129,4.0,0.0,6.0
130,2.0,0.0,18.0
131,1.0,0.0,9.0
132,1.0,0.0,9.0
133,1.0,0.0,9.0
134,1.0,0.0,9.0
135,3.0,0.0,7.0
136,1.0,0.0,9.0
137,1.0,0.0,9.0
138,2.0,0.0,8.0
139,1.0,0.0,9.0
140,1.0,0.0,9.0
141,3.0,0.0,7.0
142,1.0,0.0,9.0
143,1.0,0.0,9.0
144,3.0,0.0,7.0
145,10.0,0.0,-10.0
146,2.0,0.0,8.0
147,2.0,0.0,8.0
148,10.0,0.0,-9.0
149,1.0,0.0,9.0
150,10.0,0.0,-10.0
151,1.0,0.0,9.0
152,7.0,0.0,3.0
153,2.0,0.0,8.0
154,3.0,0.0,7.0
155,1.0,0.0,9.0
156,1.0,0.0,9.0
157,1.0,0.0,9.0
158,2.0,0.0,8.0
159,1.0,0.0,9.0
160,2.0,0.0,8.0
161,2.0,0.0,8.0
162,2.0,0.0,8.0
163,2.0,0.0,8.0
164,9.0,0.0,1.0
165,1.0,0.0,9.0
166,2.0,0.0,18.0
167,5.0,0.0,5.0
168,2.0,0.0,8.0
169,2.0,0.0,8.0
170,2.0,0.0,8.0
171,2.0,0.0,18.0
172,5.0,0.0,5.0
173,3.0,0.0,7.0
174,10.0,0.0,-10.0
175,10.0,0.0,-10.0
176,1.0,0.0,9.0
177,2.0,0.0,8.0
178,2.0,0.0,18.0
179,3.0,0.0,7.0
180,4.0,0.0,6.0
181,3.0,0.0,7.0
182,4.0,0.0,6.0
183,2.0,0.0,18.0
184,2.0,0.0,8.0
185,3.0,0.0,7.0
186,1.0,0.0,9.0
187,3.0,0.0,7.0
188,2.0,0.0,8.0
189,1.0,0.0,9.0
190,1.0,0.0,9.0
191,2.0,0.0,8.0
192,1.0,0.0,9.0
193,2.0,0.0,8.0
194,1.0,0.0,9.0
195,2.0,0.0,8.0
196,1.0,0.0,9.0
197,3.0,0.0,7.0
198,3.0,0.0,7.0
199,1.0,0.0,9.0
200,2.0,0.0,8.0
201,6.0,0.0,4.0
202,1.0,0.0,9.0
203,1.0,0.0,9.0
204,6.0,0.0,4.0
205,2.0,0.0,18.0
206,1.0,0.0,9.0
207,1.0,0.0,9.0
208,5.0,0.0,5.0
209,2.0,0.0,8.0
210,5.0,0.0,5.0
211,1.0,0.0,9.0
212,2.0,0.0,8.0
213,10.0,0.0,-10.0
214,10.0,0.0,-10.0
215,2.0,0.0,8.0
216,3.0,0.0,7.0
217,1.0,0.0,9.0
218,1.0,0.0,9.0
219,4.0,0.0,6.0
220,1.0,0.0,9.0
221,1.0,0.0,9.0
222,2.0,0.0,8.0
223,2.0,0.0,18.0
224,1.0,0.0,9.0
225,2.0,0.0,8.0
226,1.0,0.0,9.0
227,1.0,0.0,9.0
228,1.0,0.0,9.0
229,10.0,0.0,-10.0
230,3.0,0.0,7.0
231,1.0,0.0,9.0
232,1.0,0.0,9.0
233,1.0,0.0,9.0
234,2.0,0.0,8.0
235,1.0,0.0,9.0
236,1.0,0.0,9.0
237,1.0,0.0,9.0
238,1.0,0.0,9.0
239,1.0,0.0,9.0
240,2.0,0.0,18.0
241,1.0,0.0,9.0
242,1.0,0.0,9.0
243,3.0,0.0,7.0
244,3.0,0.0,7.0
245,3.0,0.0,17.0
246,1.0,0.0,9.0
247,2.0,0.0,8.0
248,1.0,0.0,9.0
249,4.0,0.0,6.0
250,2.0,0.0,8.0
251,2.0,0.0,8.0
252,3.0,0.0,7.0
253,2.0,0.0,18.0
254,1.0,0.0,9.0
255,2.0,0.0,8.0
256,1.0,0.0,9.0
257,1.0,0.0,9.0
258,1.0,0.0,9.0
259,1.0,0.0,9.0
260,3.0,0.0,7.0
261,1.0,0.0,9.0
262,1.0,0.0,9.0
263,2.0,0.0,18.0
264,10.0,0.0,-10.0
265,2.0,0.0,8.0
266,1.0,0.0,9.0
267,1.0,0.0,9.0
268,2.0,0.0,8.0
269,1.0,0.0,9.0
270,1.0,0.0,9.0
271,2.0,0.0,8.0
272,2.0,0.0,8.0
273,1.0,0.0,9.0
274,10.0,0.0,-10.0
275,2.0,0.0,18.0
276,2.0,0.0,18.0
277,3.0,0.0,7.0
278,10.0,0.0,-10.0
279,1.0,0.0,9.0
280,1.0,0.0,9.0
281,1.0,0.0,9.0
282,1.0,0.0,9.0
283,2.0,0.0,8.0
284,4.0,0.0,16.0
285,1.0,0.0,9.0
286,1.0,0.0,9.0
287,2.0,0.0,8.0
288,1.0,0.0,9.0
289,2.0,0.0,8.0
290,3.0,0.0,7.0
291,2.0,0.0,8.0
292,1.0,0.0,9.0
293,1.0,0.0,9.0
294,10.0,0.0,-9.0
295,2.0,0.0,8.0
296,1.0,0.0,9.0
297,1.0,0.0,9.0
298,1.0,0.0,9.0
299,1.0,0.0,9.0
300,1.0,0.0,9.0
301,2.0,0.0,8.0
302,3.0,0.0,7.0
303,1.0,0.0,9.0
304,10.0,0.0,-10.0
305,1.0,0.0,9.0
306,4.0,0.0,6.0
307,1.0,0.0,9.0
308,1.0,0.0,9.0
309,10.0,0.0,-10.0
310,1.0,0.0,9.0
311,1.0,0.0,9.0
312,4.0,0.0,6.0
313,1.0,0.0,9.0
314,5.0,0.0,5.0
315,1.0,0.0,9.0
316,2.0,0.0,8.0
317,1.0,0.0,9.0
318,1.0,0.0,9.0
319,3.0,0.0,7.0
320,2.0,0.0,8.0
321,4.0,0.0,-4.0
