step,Duration/Episode,Loss/Episode,Reward/Episode
75,10.0,0.0,-10.0
76,1.0,0.0,9.0
77,2.0,0.0,8.0
78,7.0,0.0,3.0
79,1.0,0.0,9.0
80,2.0,0.0,18.0
81,3.0,0.0,7.0
82,1.0,0.0,9.0
83,2.0,0.0,8.0
84,3.0,0.0,7.0
85,10.0,0.0,-10.0
86,1.0,0.0,9.0
87,1.0,0.0,9.0
88,2.0,0.0,18.0
89,3.0,0.0,7.0
90,2.0,0.0,8.0
91,3.0,0.0,7.0
92,2.0,0.0,8.0
93,2.0,0.0,8.0
94,10.0,0.0,-10.0
95,1.0,0.0,9.0
96,1.0,0.0,9.0
97,8.0,0.0,2.0
98,4.0,0.0,6.0
99,2.0,0.0,18.0
100,1.0,0.0,9.0
101,2.0,0.0,8.0
102,10.0,0.0,-10.0
103,2.0,0.0,8.0
104,1.0,0.0,10.0
105,1.0,0.0,9.0
106,4.0,0.0,6.0
107,1.0,0.0,9.0
108,2.0,0.0,8.0
109,10.0,0.0,-10.0
110,2.0,0.0,18.0
111,3.0,0.0,7.0
112,3.0,0.0,7.0
113,4.0,0.0,6.0
114,6.0,0.0,4.0
115,1.0,0.0,9.0
116,7.0,0.0,3.0
117,1.0,0.0,9.0
118,2.0,0.0,8.0
119,2.0,0.0,8.0
120,1.0,0.0,9.0
121,2.0,0.0,8.0
122,1.0,0.0,9.0
123,2.0,0.0,8.0
124,10.0,0.0,-10.0
125,3.0,0.0,7.0
126,1.0,0.0,9.0
127,1.0,0.0,9.0
128,2.0,0.0,8.0
129,10.0,0.0,-10.0
130,10.0,0.0,-10.0
131,2.0,0.0,8.0
132,2.0,0.0,8.0
133,2.0,0.0,18.0
134,10.0,0.0,-10.0
135,5.0,0.0,5.0
136,3.0,0.0,7.0
137,3.0,0.0,17.0
138,1.0,0.0,9.0
139,1.0,0.0,9.0
140,2.0,0.0,8.0
141,1.0,0.0,9.0
142,3.0,0.0,7.0
143,2.0,0.0,8.0
144,6.0,0.0,4.0
145,2.0,0.0,8.0
146,1.0,0.0,9.0
147,10.0,0.0,-10.0
148,1.0,0.0,9.0
149,4.0,0.0,6.0
150,2.0,0.0,8.0
151,3.0,0.0,7.0
152,1.0,0.0,9.0
153,1.0,0.0,9.0
154,10.0,0.0,-10.0
155,1.0,0.0,9.0
156,1.0,0.0,9.0
157,5.0,0.0,5.0
158,1.0,0.0,9.0
159,2.0,0.0,8.0
160,1.0,0.0,9.0
161,2.0,0.0,8.0
162,10.0,0.0,-10.0
163,1.0,0.0,9.0
164,10.0,0.0,-10.0
165,1.0,0.0,9.0
166,2.0,0.0,8.0
167,3.0,0.0,17.0
168,1.0,0.0,9.0
169,3.0,0.0,7.0
170,1.0,0.0,9.0
171,1.0,0.0,9.0
172,1.0,0.0,9.0
173,4.0,0.0,6.0
174,4.0,0.0,16.0
175,2.0,0.0,8.0
176,1.0,0.0,9.0
177,2.0,0.0,8.0
178,1.0,0.0,9.0
179,4.0,0.0,6.0
180,1.0,0.0,9.0
181,2.0,0.0,8.0
182,2.0,0.0,8.0
183,2.0,0.0,8.0
184,10.0,0.0,-10.0
185,10.0,0.0,-10.0
186,1.0,0.0,9.0
187,1.0,0.0,9.0
188,1.0,0.0,9.0
189,10.0,0.0,-10.0
190,1.0,0.0,9.0
191,2.0,0.0,8.0
192,1.0,0.0,9.0
193,2.0,0.0,8.0
194,4.0,0.0,6.0
195,5.0,0.0,5.0
196,2.0,0.0,8.0
197,2.0,0.0,8.0
198,2.0,0.0,8.0
199,3.0,0.0,7.0
200,6.0,0.0,14.0
201,1.0,0.0,9.0
202,1.0,0.0,9.0
203,1.0,0.0,9.0
204,2.0,0.0,8.0
205,2.0,0.0,8.0
206,2.0,0.0,18.0
207,1.0,0.0,9.0
208,2.0,0.0,8.0
209,3.0,0.0,7.0
210,1.0,0.0,9.0
211,1.0,0.0,9.0
212,4.0,0.0,6.0
213,4.0,0.0,6.0
214,2.0,0.0,8.0
215,2.0,0.0,8.0
216,10.0,0.0,-10.0
217,2.0,0.0,8.0
218,1.0,0.0,9.0
219,7.0,0.0,3.0
220,1.0,0.0,9.0
221,1.0,0.0,9.0
222,1.0,0.0,9.0
223,2.0,0.0,8.0
224,4.0,0.0,6.0
225,3.0,0.0,7.0
226,1.0,0.0,9.0
227,3.0,0.0,7.0
228,1.0,0.0,9.0
229,2.0,0.0,8.0
230,4.0,0.0,6.0
231,2.0,0.0,8.0
232,1.0,0.0,9.0
233,1.0,0.0,9.0
234,3.0,0.0,7.0
235,1.0,0.0,9.0
236,1.0,0.0,9.0
237,1.0,0.0,9.0
238,4.0,0.0,6.0
239,8.0,0.0,2.0
240,1.0,0.0,9.0
241,1.0,0.0,9.0
242,2.0,0.0,8.0
243,4.0,0.0,6.0
244,10.0,0.0,-10.0
245,2.0,0.0,8.0
246,2.0,0.0,8.0
247,10.0,0.0,-10.0
248,2.0,0.0,18.0
249,1.0,0.0,9.0
250,1.0,0.0,9.0
251,1.0,0.0,9.0
252,3.0,0.0,7.0
253,1.0,0.0,9.0
254,2.0,0.0,8.0
255,2.0,0.0,18.0
256,2.0,0.0,8.0
257,2.0,0.0,8.0
258,1.0,0.0,9.0
259,3.0,0.0,7.0
260,10.0,0.0,-10.0
261,3.0,0.0,7.0
262,1.0,0.0,9.0
263,4.0,0.0,6.0
264,10.0,0.0,-10.0
265,2.0,0.0,8.0
266,1.0,0.0,9.0
267,1.0,0.0,9.0
268,1.0,0.0,9.0
269,2.0,0.0,8.0
270,1.0,0.0,9.0
271,2.0,0.0,8.0
272,1.0,0.0,9.0
273,1.0,0.0,9.0
274,10.0,0.0,-10.0
275,3.0,0.0,7.0
276,1.0,0.0,9.0
277,1.0,0.0,9.0
278,1.0,0.0,9.0
279,5.0,0.0,5.0
280,4.0,0.0,6.0
281,1.0,0.0,19.0
282,6.0,0.0,4.0
283,1.0,0.0,9.0
284,1.0,0.0,9.0
285,6.0,0.0,14.0
286,3.0,0.0,7.0
287,3.0,0.0,7.0
288,1.0,0.0,9.0
289,2.0,0.0,8.0
290,1.0,0.0,9.0
291,2.0,0.0,8.0
292,2.0,0.0,18.0
293,3.0,0.0,7.0
294,4.0,0.0,6.0
295,1.0,0.0,-1.0
