Episodio,Durata/Episodio,Loss/Episodio,Reward/Episodio
1,1,0.6601148753995723,9
2,2,0.5224022651260123,8
3,4,0.5694629146769422,7
4,6,0.5395171496033664,4
5,9,0.5643129712206396,1
6,3,0.5403288258905329,7
7,3,0.649710313955787,7
8,6,0.2766310021504954,5
9,3,0.5534000313833527,7
10,10,0.46085082111896514,-10
11,10,0.6270905585368554,-10
12,10,0.5392811417324082,-9
13,5,0.7026711030010414,6
14,6,0.3009967296501244,4
15,8,0.4887238975141269,2
16,9,0.35177374063439615,0
17,3,0.39167181043591154,7
18,6,0.49080118546974694,4
19,10,0.545844380903864,-9
20,2,0.7208644267098514,8
21,2,0.8006704370302138,18
22,3,0.7568681550643133,17
23,2,0.6262426015999993,8
24,10,0.6537953472528913,-10
25,10,0.4330316099623677,-9
26,4,0.45648843556024166,6
27,10,0.4285542661727719,-11
28,10,0.4142771513108424,-9
29,4,0.40168859033070436,6
30,10,0.4811266927542704,-9
31,3,0.6697539763798167,17
32,10,0.46933262457206537,-9
33,1,0.12832856738832787,9
34,7,0.5964273098017185,3
35,10,0.4474018193579667,-9
36,10,0.6109011553735091,-10
37,10,0.4462095603615587,-10
38,10,0.52048399127625,-10
39,4,0.6090876512610712,16
40,10,0.4675313482914379,-9
41,3,0.37437243510521423,7
42,4,0.25022349384414533,6
43,10,0.4631493774685464,-9
44,1,0.5888368123204633,9
45,2,0.5678251420825408,8
46,4,0.5023525651258359,6
47,2,0.670372313859656,18
48,10,0.44422636145793426,-9
49,4,0.5203524307266129,6
50,10,0.5979037460661079,-9
51,10,0.47098387686001625,-9
52,5,0.5746309474492182,15
53,10,0.634094346035139,-10
54,3,0.4131649149127153,7
55,10,0.4583662013195232,0
56,10,0.45924873236326685,-10
57,9,0.24971868180370307,1
58,10,0.558321115005573,-10
59,3,0.3010009946881071,7
60,2,0.49353405280240537,8
61,4,0.6269605607183962,6
62,10,0.5005473804918946,-9
63,10,0.5099856848366039,-10
64,10,0.7391762491071605,-10
65,10,0.3727292888861308,-10
66,10,0.51000489694316,-10
67,5,0.742961403276406,5
68,9,0.46966371209742164,1
69,8,0.4004325436957668,2
70,3,0.5320948340784302,7
71,3,0.26850800255143037,7
72,2,0.5474749253523874,8
73,10,0.49029080572396133,-10
74,5,0.37009070564521396,5
75,10,0.4015626770561395,-10
76,7,0.4841224243893119,3
77,10,0.5180922782674876,-11
78,10,0.6145609592704979,-10
79,10,0.6143788366170454,-10
80,6,0.39745389904565614,4
81,10,0.5305579800822143,-9
82,6,0.6318746541047825,4
83,10,0.386322471538484,-10
84,3,0.5469668856085758,7
85,10,0.482906051665365,-10
86,10,0.4876653733308536,-9
87,5,0.6065810549793442,6
88,2,0.7837609896313205,8
89,3,0.3454849659567671,7
90,6,0.5800958041267554,4
91,6,0.5699212651990372,4
92,10,0.46577135262402763,-9
93,7,0.28798028314639285,3
94,10,0.5813885043056733,-10
95,10,0.6074221629917332,-9
96,1,0.6054264927479348,9
97,6,0.4859652138478731,5
98,10,0.5130117137209591,-10
99,10,0.534512110133132,-10
100,2,0.42186162440650493,8
101,1,0.34913175095472615,9
102,10,0.5337873480734159,0
103,8,0.5956101325974341,3
104,1,0.43829306277098334,9
105,3,0.6429963556077004,7
106,10,0.5192251038619092,-11
107,7,0.5741326763289012,3
108,4,0.6561442181578614,6
109,10,0.38158529863981067,-10
110,5,0.549490287008906,5
111,3,0.4509142659725318,7
112,10,0.5646917274385557,-10
113,10,0.3910564743308499,-10
114,4,0.483912025323893,7
115,10,0.6010760404580912,-10
116,10,0.46956323814438006,-10
117,6,0.623727860436677,5
118,5,0.31441867758375464,6
119,6,0.6072066262822513,4
120,10,0.5979603350638852,-10
121,6,0.5589915295171709,4
122,8,0.5463434372552789,2
123,10,0.3481244747599769,-10
124,6,0.3932694772410181,4
125,10,0.48427685882461446,-10
126,10,0.6071661202479576,-10
127,10,0.5377004056724404,-9
128,10,0.34409722618517413,-9
129,10,0.3058491809827837,-9
130,5,0.4502259363735447,5
131,2,0.2750016230389808,8
132,2,0.6325743260874301,8
133,9,0.5266394038171197,2
134,2,0.4014047776489065,8
135,5,0.39677825020385493,5
136,10,0.40848848841336916,-9
137,2,0.5248598108847089,8
138,5,0.556894420672971,5
139,10,0.5830356433374498,-10
140,10,0.5374943439936186,-10
141,7,0.5594402533900231,3
142,5,0.5903814162238513,6
143,10,0.5015879431121064,1
144,2,0.4460506953260844,8
145,4,0.5665654765875038,6
146,10,0.49371873180381654,-10
147,10,0.6686237348577142,1
148,8,0.3418397994474605,2
149,10,0.4961614340971174,-10
150,10,0.5146771876960667,-9
151,7,0.27489577026517453,4
152,3,0.7343650309924369,17
153,4,0.7717728698343999,6
154,10,0.3834884979799865,-10
155,3,0.557995569372877,7
156,10,0.5697440360240698,-9
157,10,0.4837287665860749,-10
158,6,0.5433235383485304,15
159,4,0.21358435673185686,7
160,10,0.6010144665434457,-9
161,1,0.06355367969385128,9
162,4,0.6694350261029791,6
163,4,0.365414269100023,6
164,3,0.3989745794790485,7
165,6,0.41680706211617685,14
166,3,0.375145695157953,8
167,2,0.11244484492611734,18
168,10,0.5120893101566206,-10
169,10,0.4366426576976319,-10
170,3,0.5115789026171033,7
171,10,0.5128671823207527,-9
172,10,0.495861959078605,-10
173,3,0.21175791249824874,7
174,1,0.36813908636720616,9
175,5,0.6773611062476101,6
176,2,0.3487628925153844,8
177,10,0.330366218950156,-9
178,1,0.20438241024474835,9
179,10,0.48149825192745316,10
180,10,0.5090465477232552,-10
181,10,0.5060598829093822,-9
182,10,0.49269620974680334,-10
183,10,0.5640523126885817,-10
184,10,0.5463411687923252,-9
185,4,0.40773373694829407,7
186,3,0.48087777804243537,7
187,3,0.3646364874384775,7
188,10,0.3698013741487073,-9
189,6,0.5146894111615815,5
190,5,0.6325255477450002,6
191,10,0.42145396175656324,-8
192,6,0.3778946800084117,5
193,10,0.4465153211493288,-9
194,10,0.4779922997028681,-9
195,4,0.2201779431699348,6
