Timestep,Episodio,Stato,Azione,Ricompensa,Stato successivo,Terminato
338,55,"[1.0, 3.0, 8.90333366394043, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.1733333319425583, 1.7999999523162842, 1.0]",3,-1,"[1.0, 3.0, 8.90999984741211, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.20000000298023224, 1.7999999523162842, 1.0]",False
339,55,"[1.0, 3.0, 8.90999984741211, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.20000000298023224, 1.7999999523162842, 1.0]",9,-1,"[1.0, 3.0, 8.91333293914795, 0.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.2266666740179062, 1.7999999523162842, 1.0]",False
340,55,"[1.0, 3.0, 8.91333293914795, 0.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.2266666740179062, 1.7999999523162842, 1.0]",8,-1,"[1.0, 3.0, 10.0, 0.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",False
341,55,"[1.0, 3.0, 10.0, 0.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",1,-1,"[1.0, 3.0, 10.0, 0.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",False
342,55,"[1.0, 3.0, 10.0, 0.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",0,-1,"[1.0, 3.0, 10.0, 0.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",False
343,55,"[1.0, 3.0, 10.0, 0.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",10,-1,"[1.0, 3.0, 10.0, 0.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",False
344,55,"[1.0, 3.0, 10.0, 0.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",2,9,"[1.0, 2.0, 10.0, 2.0, 8.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",True
345,56,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",9,-1,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
346,56,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",7,-1,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 7.0, 1.0]",False
347,56,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 7.0, 1.0]",10,-1,"[0.0, 1.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 7.0, 1.0]",False
348,56,"[0.0, 1.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0533333346247673, 7.0, 1.0]",5,-1,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.06666667014360428, 7.0, 1.0]",False
349,56,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.06666667014360428, 7.0, 1.0]",11,-1,"[0.0, 1.0, 5.293333530426025, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 7.0, 1.0]",False
350,56,"[0.0, 1.0, 5.293333530426025, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 7.0, 1.0]",3,-1,"[0.0, 1.0, 5.2866668701171875, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 7.0, 1.0]",False
351,56,"[0.0, 1.0, 5.2866668701171875, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 7.0, 1.0]",0,-1,"[0.0, 1.0, 5.0, 2.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 7.0, 1.0]",False
352,56,"[0.0, 1.0, 5.0, 2.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 7.0, 1.0]",3,-1,"[0.0, 1.0, 4.996666431427002, 2.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 7.0, 1.0]",False
353,56,"[0.0, 1.0, 4.996666431427002, 2.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 7.0, 1.0]",2,-1,"[0.0, 1.0, 4.993333339691162, 2.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 7.0, 1.0]",False
354,56,"[0.0, 1.0, 4.993333339691162, 2.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 7.0, 1.0]",10,-1,"[1.0, 2.0, 4.989999771118164, 2.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 7.0, 1.0]",True
355,57,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",4,0,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 1.0]",False
356,57,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 1.0]",8,-1,"[0.0, 3.0, 6.943333148956299, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 9.0]",False
357,57,"[0.0, 3.0, 6.943333148956299, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 9.0]",3,-1,"[0.0, 3.0, 6.943333148956299, 3.0, 7.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 8.5]",False
358,57,"[0.0, 3.0, 6.943333148956299, 3.0, 7.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 8.5]",4,-2,"[0.0, 3.0, 6.940000057220459, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]",False
359,57,"[0.0, 3.0, 6.940000057220459, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 8.0]",3,-1,"[0.0, 3.0, 6.936666488647461, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 7.0]",False
360,57,"[0.0, 3.0, 6.936666488647461, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 7.0]",0,-1,"[0.0, 3.0, 6.646666526794434, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 3.5]",False
361,57,"[0.0, 3.0, 6.646666526794434, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 3.5]",3,-1,"[0.0, 3.0, 6.639999866485596, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]",False
362,57,"[0.0, 3.0, 6.639999866485596, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 3.0]",2,-1,"[0.0, 3.0, 6.636666774749756, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 2.5]",False
363,57,"[0.0, 3.0, 6.636666774749756, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 2.5]",11,9,"[1.0, 2.0, 7.436666488647461, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.013333333656191826, 1.7999999523162842, 0.5]",True
364,58,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 3.5]",8,-1,"[0.0, 3.0, 6.900000095367432, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 8.5]",False
365,58,"[0.0, 3.0, 6.900000095367432, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 8.5]",10,-1,"[0.0, 3.0, 6.900000095367432, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 8.0]",False
366,58,"[0.0, 3.0, 6.900000095367432, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 8.0]",4,0,"[0.0, 3.0, 6.900000095367432, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.5]",False
367,58,"[0.0, 3.0, 6.900000095367432, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.5]",10,-1,"[0.0, 3.0, 6.900000095367432, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 7.0]",False
368,58,"[0.0, 3.0, 6.900000095367432, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 7.0]",2,-1,"[0.0, 3.0, 6.900000095367432, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 6.5]",False
369,58,"[0.0, 3.0, 6.900000095367432, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 6.5]",9,-1,"[1.0, 2.0, 6.913333415985107, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 5.5]",False
370,58,"[1.0, 2.0, 6.913333415985107, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 5.5]",4,-2,"[1.0, 2.0, 6.920000076293945, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 8.0, 5.0]",False
371,58,"[1.0, 2.0, 6.920000076293945, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 8.0, 5.0]",5,-1,"[1.0, 2.0, 6.926666736602783, 0.0, 9.0, 0.0, 3.0, 0.0, 0.0, 2.0, 0.0, 8.0, 4.5]",False
372,58,"[1.0, 2.0, 6.926666736602783, 0.0, 9.0, 0.0, 3.0, 0.0, 0.0, 2.0, 0.0, 8.0, 4.5]",11,-1,"[1.0, 2.0, 8.553333282470703, 0.0, 9.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 8.0, 4.5]",False
373,58,"[1.0, 2.0, 8.553333282470703, 0.0, 9.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 8.0, 4.5]",7,-1,"[1.0, 2.0, 8.5600004196167, 0.0, 9.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 8.0, 4.5]",True
374,59,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",7,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",False
375,59,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",3,-1,"[0.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",False
376,59,"[0.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",1,9,"[0.0, 1.0, 4.5333333015441895, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 0.0]",True
377,60,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",3,-1,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",False
378,60,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",8,9,"[0.0, 3.0, 6.840000152587891, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 0.0]",True
379,61,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",6,-1,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",False
380,61,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",0,-1,"[1.0, 3.0, 6.383333206176758, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0533333346247673, 1.7999999523162842, 0.0]",False
381,61,"[1.0, 3.0, 6.383333206176758, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0533333346247673, 1.7999999523162842, 0.0]",0,-1,"[1.0, 3.0, 6.9633331298828125, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0533333346247673, 1.7999999523162842, 0.0]",False
382,61,"[1.0, 3.0, 6.9633331298828125, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0533333346247673, 1.7999999523162842, 0.0]",1,9,"[0.0, 3.0, 7.016666889190674, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0533333346247673, 1.7999999523162842, 0.0]",True
383,62,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",10,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",False
384,62,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",5,-1,"[1.0, 3.0, 5.816666603088379, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 1.7999999523162842, 0.0]",False
385,62,"[1.0, 3.0, 5.816666603088379, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 1.7999999523162842, 0.0]",3,-1,"[1.0, 3.0, 5.816666603088379, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.0533333346247673, 1.7999999523162842, 0.0]",False
386,62,"[1.0, 3.0, 5.816666603088379, 2.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.0533333346247673, 1.7999999523162842, 0.0]",2,-1,"[1.0, 3.0, 5.823333263397217, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.07999999821186066, 1.7999999523162842, 0.0]",False
387,62,"[1.0, 3.0, 5.823333263397217, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.07999999821186066, 1.7999999523162842, 0.0]",5,-1,"[1.0, 2.0, 5.829999923706055, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.09333333373069763, 1.7999999523162842, 0.0]",False
388,62,"[1.0, 2.0, 5.829999923706055, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.09333333373069763, 1.7999999523162842, 0.0]",0,-1,"[1.0, 2.0, 6.12333345413208, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 1.2799999713897705, 1.7999999523162842, 0.0]",False
389,62,"[1.0, 2.0, 6.12333345413208, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 1.2799999713897705, 1.7999999523162842, 0.0]",4,0,"[1.0, 2.0, 6.130000114440918, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 1.2933332920074463, 1.7999999523162842, 0.0]",False
390,62,"[1.0, 2.0, 6.130000114440918, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 1.2933332920074463, 1.7999999523162842, 0.0]",9,-1,"[1.0, 2.0, 6.133333206176758, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 19.0]",False
391,62,"[1.0, 2.0, 6.133333206176758, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 19.0]",7,-1,"[1.0, 2.0, 6.136666774749756, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 9.0, 18.5]",False
392,62,"[1.0, 2.0, 6.136666774749756, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 9.0, 18.5]",5,-1,"[1.0, 2.0, 6.143333435058594, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 9.0, 18.0]",True
393,63,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 8.0]",1,-1,"[0.0, 3.0, 6.856666564941406, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 12.5]",False
394,63,"[0.0, 3.0, 6.856666564941406, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 12.5]",8,-1,"[0.0, 3.0, 5.920000076293945, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.5]",False
395,63,"[0.0, 3.0, 5.920000076293945, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.5]",10,-1,"[0.0, 3.0, 5.920000076293945, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.0]",False
396,63,"[0.0, 3.0, 5.920000076293945, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.0]",7,-1,"[0.0, 3.0, 5.920000076293945, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 15.5]",False
397,63,"[0.0, 3.0, 5.920000076293945, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 15.5]",2,-1,"[0.0, 3.0, 5.920000076293945, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 15.0]",False
398,63,"[0.0, 3.0, 5.920000076293945, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 15.0]",7,-1,"[1.0, 2.0, 5.920000076293945, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]",False
399,63,"[1.0, 2.0, 5.920000076293945, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]",6,-1,"[1.0, 2.0, 5.926666736602783, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]",False
400,63,"[1.0, 2.0, 5.926666736602783, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]",9,-1,"[0.0, 1.0, 5.933333396911621, 0.0, 8.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 13.0]",False
401,63,"[0.0, 1.0, 5.933333396911621, 0.0, 8.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 13.0]",8,-1,"[0.0, 1.0, 5.933333396911621, 0.0, 8.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 8.0, 1.0]",False
402,63,"[0.0, 1.0, 5.933333396911621, 0.0, 8.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 8.0, 1.0]",8,-1,"[0.0, 1.0, 5.933333396911621, 0.0, 8.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 8.0, 1.0]",True
403,64,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",7,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
404,64,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",9,-1,"[0.0, 1.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
405,64,"[0.0, 1.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",6,-1,"[0.0, 1.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 9.0, 1.0]",False
406,64,"[0.0, 1.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 9.0, 1.0]",3,-1,"[0.0, 1.0, 5.806666851043701, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 9.0, 1.0]",False
407,64,"[0.0, 1.0, 5.806666851043701, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 9.0, 1.0]",7,-1,"[0.0, 1.0, 5.800000190734863, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.06666667014360428, 9.0, 1.0]",False
408,64,"[0.0, 1.0, 5.800000190734863, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.06666667014360428, 9.0, 1.0]",11,-1,"[0.0, 1.0, 5.0, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",False
409,64,"[0.0, 1.0, 5.0, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",3,-1,"[0.0, 1.0, 4.996666431427002, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",False
410,64,"[0.0, 1.0, 4.996666431427002, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",3,-1,"[0.0, 1.0, 4.993333339691162, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",False
411,64,"[0.0, 1.0, 4.993333339691162, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",0,-1,"[0.0, 1.0, 4.699999809265137, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",False
412,64,"[0.0, 1.0, 4.699999809265137, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",10,-1,"[0.0, 1.0, 4.693333148956299, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",True
413,65,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",5,-1,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 1.0]",False
414,65,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 1.0]",0,-1,"[1.0, 3.0, 6.099999904632568, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.2000000476837158, 1.7999999523162842, 1.0]",False
415,65,"[1.0, 3.0, 6.099999904632568, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.2000000476837158, 1.7999999523162842, 1.0]",7,-1,"[1.0, 3.0, 6.103333473205566, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.2266666889190674, 1.7999999523162842, 1.0]",False
416,65,"[1.0, 3.0, 6.103333473205566, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.2266666889190674, 1.7999999523162842, 1.0]",6,-1,"[0.0, 1.0, 6.106666564941406, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 1.0, 1.2400000095367432, 1.7999999523162842, 1.0]",False
417,65,"[0.0, 1.0, 6.106666564941406, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 1.0, 1.2400000095367432, 1.7999999523162842, 1.0]",8,-1,"[0.0, 1.0, 6.0966668128967285, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2799999713897705, 1.7999999523162842, 1.0]",False
418,65,"[0.0, 1.0, 6.0966668128967285, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2799999713897705, 1.7999999523162842, 1.0]",1,-1,"[0.0, 1.0, 6.0966668128967285, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2799999713897705, 1.7999999523162842, 1.0]",False
