Timestep,Episodio,Stato,Azione,Ricompensa,Stato successivo,Terminato
1,1,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",6,-1,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
2,1,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",7,-1,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
3,1,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",7,-1,"[0.0, 1.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
4,1,"[0.0, 1.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",7,-1,"[0.0, 1.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
5,1,"[0.0, 1.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",0,-1,"[0.0, 1.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
6,1,"[0.0, 1.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",2,-1,"[0.0, 1.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
7,1,"[0.0, 1.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",11,9,"[1.0, 2.0, 7.453333377838135, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",True
8,2,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",6,-1,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 1.0]",False
9,2,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 1.0]",8,9,"[0.0, 3.0, 7.016666889190674, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0533333346247673, 1.7999999523162842, 1.0]",True
10,3,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",4,0,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
11,3,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.013333333656191826, 1.7999999523162842, 1.0]",3,-1,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.02666666731238365, 1.7999999523162842, 0.0]",False
12,3,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.02666666731238365, 1.7999999523162842, 0.0]",8,-1,"[0.0, 3.0, 6.916666507720947, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 7.5]",False
13,3,"[0.0, 3.0, 6.916666507720947, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 7.5]",1,-1,"[0.0, 3.0, 5.699999809265137, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 5.5]",False
14,3,"[0.0, 3.0, 5.699999809265137, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 5.5]",11,-1,"[0.0, 3.0, 4.87333345413208, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 1.5]",False
15,3,"[0.0, 3.0, 4.87333345413208, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 1.5]",0,-1,"[0.0, 3.0, 4.583333492279053, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 18.0]",False
16,3,"[0.0, 3.0, 4.583333492279053, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 18.0]",4,-2,"[0.0, 3.0, 4.583333492279053, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 17.5]",False
17,3,"[0.0, 3.0, 4.583333492279053, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 17.5]",10,-1,"[0.0, 3.0, 4.576666831970215, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 17.0]",False
18,3,"[0.0, 3.0, 4.576666831970215, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 17.0]",6,-1,"[0.0, 3.0, 4.573333263397217, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 16.0]",False
19,3,"[0.0, 3.0, 4.573333263397217, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 16.0]",10,-1,"[0.0, 3.0, 4.570000171661377, 1.0, 9.0, 0.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 16.0]",True
20,4,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.0]",4,0,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",False
21,4,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.0]",1,-1,"[0.0, 3.0, 6.953333377838135, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 17.5]",False
22,4,"[0.0, 3.0, 6.953333377838135, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 17.5]",0,-1,"[0.0, 3.0, 6.923333168029785, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 13.5]",False
23,4,"[0.0, 3.0, 6.923333168029785, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 13.5]",10,-1,"[0.0, 3.0, 6.923333168029785, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 13.0]",False
24,4,"[0.0, 3.0, 6.923333168029785, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 13.0]",7,-1,"[0.0, 3.0, 6.923333168029785, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 12.5]",False
25,4,"[0.0, 3.0, 6.923333168029785, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 12.5]",5,-1,"[0.0, 1.0, 6.923333168029785, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 12.0]",False
26,4,"[0.0, 1.0, 6.923333168029785, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 12.0]",4,0,"[0.0, 1.0, 6.923333168029785, 0.0, 9.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 12.0]",False
27,4,"[0.0, 1.0, 6.923333168029785, 0.0, 9.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 12.0]",11,-1,"[0.0, 1.0, 6.7133331298828125, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 14.0]",False
28,4,"[0.0, 1.0, 6.7133331298828125, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 14.0]",3,-1,"[0.0, 1.0, 6.7133331298828125, 0.0, 9.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 13.5]",False
29,4,"[0.0, 1.0, 6.7133331298828125, 0.0, 9.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 13.5]",4,-2,"[0.0, 1.0, 6.710000038146973, 0.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 13.0]",True
30,5,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 10.0]",2,-1,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 9.5]",False
31,5,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 9.5]",2,-1,"[1.0, 2.0, 5.823333263397217, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 8.5]",False
32,5,"[1.0, 2.0, 5.823333263397217, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 8.5]",6,-1,"[1.0, 2.0, 5.826666831970215, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 8.0]",False
33,5,"[1.0, 2.0, 5.826666831970215, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 8.0]",3,-1,"[1.0, 2.0, 5.836666584014893, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.5]",False
34,5,"[1.0, 2.0, 5.836666584014893, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 7.5]",3,-1,"[1.0, 2.0, 5.836666584014893, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 7.0]",False
35,5,"[1.0, 2.0, 5.836666584014893, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 7.0]",2,-1,"[1.0, 2.0, 5.8466668128967285, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 6.5]",False
36,5,"[1.0, 2.0, 5.8466668128967285, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 6.5]",3,-1,"[1.0, 2.0, 5.849999904632568, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 6.0]",False
37,5,"[1.0, 2.0, 5.849999904632568, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 6.0]",8,19,"[1.0, 2.0, 7.063333511352539, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 0.5]",True
38,6,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",3,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",False
39,6,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",0,-1,"[1.0, 3.0, 6.103333473205566, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.1733332872390747, 1.7999999523162842, 0.5]",False
40,6,"[1.0, 3.0, 6.103333473205566, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.1733332872390747, 1.7999999523162842, 0.5]",6,-1,"[1.0, 3.0, 6.106666564941406, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.2000000476837158, 1.7999999523162842, 0.5]",False
41,6,"[1.0, 3.0, 6.106666564941406, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.2000000476837158, 1.7999999523162842, 0.5]",5,-1,"[1.0, 3.0, 6.110000133514404, 3.0, 7.0, 0.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 1.2000000476837158, 1.7999999523162842, 0.5]",False
42,6,"[1.0, 3.0, 6.110000133514404, 3.0, 7.0, 0.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 1.2000000476837158, 1.7999999523162842, 0.5]",7,-1,"[1.0, 3.0, 6.119999885559082, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2133333683013916, 1.7999999523162842, 0.5]",False
43,6,"[1.0, 3.0, 6.119999885559082, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2133333683013916, 1.7999999523162842, 0.5]",7,-1,"[0.0, 1.0, 6.119999885559082, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2133333683013916, 1.7999999523162842, 0.5]",False
44,6,"[0.0, 1.0, 6.119999885559082, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2133333683013916, 1.7999999523162842, 0.5]",8,-1,"[0.0, 1.0, 6.119999885559082, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2133333683013916, 1.7999999523162842, 0.5]",False
45,6,"[0.0, 1.0, 6.119999885559082, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2133333683013916, 1.7999999523162842, 0.5]",10,-1,"[0.0, 1.0, 6.119999885559082, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2133333683013916, 1.7999999523162842, 0.5]",False
46,6,"[0.0, 1.0, 6.119999885559082, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2133333683013916, 1.7999999523162842, 0.5]",6,-1,"[0.0, 1.0, 6.119999885559082, 1.0, 9.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2133333683013916, 1.7999999523162842, 0.5]",False
47,6,"[0.0, 1.0, 6.119999885559082, 1.0, 9.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2133333683013916, 1.7999999523162842, 0.5]",6,-1,"[0.0, 1.0, 6.119999885559082, 1.0, 9.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.2133333683013916, 1.7999999523162842, 0.5]",True
48,7,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",5,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",False
49,7,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",7,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",False
50,7,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",2,-1,"[0.0, 1.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.02666666731238365, 1.7999999523162842, 0.5]",False
51,7,"[0.0, 1.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.02666666731238365, 1.7999999523162842, 0.5]",11,9,"[1.0, 2.0, 6.96999979019165, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 1.8799999952316284, 1.7999999523162842, 0.5]",True
52,8,"[1.0, 3.0, 5.909999847412109, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.3733333349227905, 1.7999999523162842, 0.5]",5,-1,"[1.0, 3.0, 5.913333415985107, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.3866666555404663, 1.7999999523162842, 0.5]",False
53,8,"[1.0, 3.0, 5.913333415985107, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.3866666555404663, 1.7999999523162842, 0.5]",4,0,"[1.0, 3.0, 5.916666507720947, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.4000000059604645, 1.7999999523162842, 0.5]",False
54,8,"[1.0, 3.0, 5.916666507720947, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.4000000059604645, 1.7999999523162842, 0.5]",10,-1,"[1.0, 3.0, 5.920000076293945, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.41333332657814026, 1.7999999523162842, 0.5]",False
55,8,"[1.0, 3.0, 5.920000076293945, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.41333332657814026, 1.7999999523162842, 0.5]",9,-1,"[1.0, 3.0, 5.923333168029785, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.4266666769981384, 1.7999999523162842, 0.0]",False
56,8,"[1.0, 3.0, 5.923333168029785, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.4266666769981384, 1.7999999523162842, 0.0]",2,-1,"[1.0, 3.0, 5.926666736602783, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.4399999976158142, 1.7999999523162842, 19.5]",False
57,8,"[1.0, 3.0, 5.926666736602783, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.4399999976158142, 1.7999999523162842, 19.5]",11,-1,"[1.0, 2.0, 7.523333549499512, 1.0, 9.0, 1.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 19.0]",False
58,8,"[1.0, 2.0, 7.523333549499512, 1.0, 9.0, 1.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 19.0]",11,9,"[1.0, 2.0, 9.126667022705078, 1.0, 9.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 18.0]",True
59,9,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",4,0,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
60,9,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",6,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
61,9,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",4,0,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.02666666731238365, 1.7999999523162842, 0.5]",False
62,9,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.02666666731238365, 1.7999999523162842, 0.5]",11,9,"[0.0, 3.0, 7.016666889190674, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 0.5]",True
63,10,"[1.0, 3.0, 5.9066667556762695, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.3866666555404663, 1.7999999523162842, 0.0]",9,-1,"[1.0, 3.0, 5.909999847412109, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.41333332657814026, 1.7999999523162842, 0.0]",False
64,10,"[1.0, 3.0, 5.909999847412109, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.41333332657814026, 1.7999999523162842, 0.0]",5,-1,"[1.0, 3.0, 5.913333415985107, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.41333332657814026, 8.0, 0.0]",False
65,10,"[1.0, 3.0, 5.913333415985107, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.41333332657814026, 8.0, 0.0]",0,-1,"[1.0, 3.0, 6.210000038146973, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.600000023841858, 8.0, 0.0]",False
66,10,"[1.0, 3.0, 6.210000038146973, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.600000023841858, 8.0, 0.0]",10,-1,"[1.0, 3.0, 6.2133331298828125, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.6133333444595337, 8.0, 0.0]",False
67,10,"[1.0, 3.0, 6.2133331298828125, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.6133333444595337, 8.0, 0.0]",5,-1,"[1.0, 3.0, 6.2166666984558105, 0.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.6399999856948853, 8.0, 0.0]",False
68,10,"[1.0, 3.0, 6.2166666984558105, 0.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.6399999856948853, 8.0, 0.0]",10,-1,"[1.0, 3.0, 6.21999979019165, 0.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.6399999856948853, 8.0, 0.0]",False
69,10,"[1.0, 3.0, 6.21999979019165, 0.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.6399999856948853, 8.0, 0.0]",2,-1,"[1.0, 3.0, 6.226666450500488, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.6666666269302368, 8.0, 0.0]",False
70,10,"[1.0, 3.0, 6.226666450500488, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.6666666269302368, 8.0, 0.0]",0,-1,"[1.0, 2.0, 6.516666889190674, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 8.0, 0.0]",False
71,10,"[1.0, 2.0, 6.516666889190674, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 8.0, 0.0]",4,0,"[1.0, 2.0, 6.519999980926514, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 2.0, 2.0, 8.0, 0.0]",False
72,10,"[1.0, 2.0, 6.519999980926514, 0.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 2.0, 2.0, 8.0, 0.0]",0,-1,"[1.0, 2.0, 7.059999942779541, 0.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 8.0, 17.0]",True
73,11,"[1.0, 3.0, 5.926666736602783, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.25333333015441895, 1.7999999523162842, 1.0]",1,-1,"[0.0, 3.0, 6.793333530426025, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4533333480358124, 1.7999999523162842, 1.0]",False
74,11,"[0.0, 3.0, 6.793333530426025, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4533333480358124, 1.7999999523162842, 1.0]",4,0,"[0.0, 3.0, 6.7866668701171875, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.46666666865348816, 1.7999999523162842, 1.0]",False
75,11,"[0.0, 3.0, 6.7866668701171875, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.46666666865348816, 1.7999999523162842, 1.0]",9,-1,"[0.0, 3.0, 6.7833333015441895, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.47999998927116394, 1.7999999523162842, 0.5]",False
76,11,"[0.0, 3.0, 6.7833333015441895, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.47999998927116394, 1.7999999523162842, 0.5]",0,-1,"[0.0, 3.0, 6.733333110809326, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 17.0]",False
77,11,"[0.0, 3.0, 6.733333110809326, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 17.0]",9,-1,"[0.0, 3.0, 6.733333110809326, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 16.5]",False
78,11,"[0.0, 3.0, 6.733333110809326, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 16.5]",11,-1,"[0.0, 3.0, 6.723333358764648, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 17.5]",False
79,11,"[0.0, 3.0, 6.723333358764648, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 17.5]",10,-1,"[0.0, 3.0, 6.723333358764648, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 17.0]",False
