Episodio,Durata/Episodio,Loss/Episodio,Reward/Episodio
159,6,0.7286970582970874,4
160,10,0.5080150291606816,-9
161,5,0.4096569139632866,5
162,10,0.45535630346716854,-10
163,3,0.5568120067928666,7
164,2,0.8413388519154101,18
165,10,0.5797005594625829,1
166,10,0.5718165995389737,-9
167,10,0.5822247993265647,-10
168,5,0.4586251583885977,5
169,4,0.5673273628889253,7
170,10,0.4127301214816219,-10
171,10,0.5622404783747792,-8
172,4,0.4301489964797828,6
173,7,0.5992237627152895,4
174,4,0.6444594505781379,6
175,6,0.2859846291276668,4
176,10,0.4446637235241594,-9
177,8,0.5736205182570963,2
178,10,0.48515014883448815,-9
179,10,0.6445007315109853,-10
180,1,0.2004797256321449,9
181,10,0.39627109590446613,-10
182,1,0.43561841317709993,9
183,2,0.3799890724550245,8
184,2,0.5022020356883097,8
185,3,0.3336577922093078,7
186,5,0.40135308533915415,5
187,10,0.47769873494421955,-9
188,10,0.5140648379243977,-10
189,2,0.5150722386146915,8
190,10,0.5453855724675585,1
191,1,0.8352732499630041,9
192,8,0.5004810617414168,2
193,2,0.5778935398103481,8
194,10,0.5511103297880489,-9
195,10,0.5042312372785719,-9
196,10,0.46733843113189427,-9
197,2,0.4244348420344664,8
198,10,0.4503841112404219,-9
199,2,0.29272319325701485,9
200,8,0.27892093992287664,3
