time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,time/fps,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/loss,train/learning_rate
18510,9.09,1.61,473,0,0.05,848,,,
18539,9.1,1.6,474,0,0.05,849,187,3.904597759246826,0.0001
18570,9.12,1.58,475,0,0.05,851,,,
18598,9.12,1.58,476,0,0.05,852,,,
18628,9.03,1.57,477,0,0.05,853,188,4.156044960021973,0.0001
18659,9.04,1.56,478,0,0.05,854,,,
18711,9.15,1.55,479,0,0.05,856,,,
18763,9.25,1.55,480,0,0.05,858,189,6.021353721618652,0.0001
18816,9.24,1.56,481,0,0.05,860,,,
18847,9.25,1.55,482,0,0.05,861,190,3.408396005630493,0.0001
18900,9.34,1.56,483,0,0.05,863,,,
18953,9.33,1.57,484,0,0.05,865,191,4.067805290222168,0.0001
19005,9.33,1.57,485,0,0.05,867,,,
19058,9.32,1.58,486,0,0.05,869,192,3.266545534133911,0.0001
19089,9.32,1.58,487,0,0.05,870,,,
19118,9.33,1.57,488,0,0.05,871,,,
19193,9.22,1.58,489,0,0.05,874,193,3.1435108184814453,0.0001
19224,9.22,1.58,490,0,0.05,875,,,
19253,9.22,1.58,491,0,0.05,876,,,
19282,9.23,1.57,492,0,0.05,877,194,3.9693143367767334,0.0001
19313,9.41,1.49,493,0,0.05,879,,,
19366,9.5,1.5,494,0,0.05,881,195,4.7433576583862305,0.0001
19397,9.5,1.5,495,0,0.05,882,,,
19425,9.52,1.48,496,0,0.05,883,,,
19454,9.52,1.48,497,0,0.05,884,,,
19485,9.53,1.47,498,0,0.05,885,196,3.958785057067871,0.0001
19513,9.53,1.47,499,0,0.05,886,,,
19542,9.53,1.47,500,0,0.05,887,,,
19573,9.53,1.47,501,0,0.05,888,,,
19602,9.53,1.47,502,0,0.05,890,197,4.395570755004883,0.0001
19655,9.62,1.48,503,0,0.05,892,,,
19686,9.57,1.43,504,0,0.05,893,198,4.439671516418457,0.0001
19714,9.57,1.43,505,0,0.05,894,,,
19768,9.67,1.43,506,0,0.05,896,,,
19799,9.67,1.43,507,0,0.05,897,199,4.514805316925049,0.0001
19828,9.67,1.43,508,0,0.05,898,,,
19880,9.66,1.44,509,0,0.05,900,,,
19947,9.65,1.45,510,0,0.05,902,200,4.814133644104004,0.0001
19978,9.68,1.42,511,0,0.05,903,,,
20007,9.68,1.42,512,0,0.05,904,,,
20083,9.66,1.44,513,0,0.05,907,201,4.024350166320801,0.0001
20114,9.68,1.42,514,0,0.05,908,,,
20142,9.68,1.42,515,0,0.05,909,202,4.482047080993652,0.0001
20195,9.67,1.43,516,0,0.05,911,,,
20226,9.67,1.43,517,0,0.05,912,,,
20255,9.67,1.43,518,0,0.05,913,203,3.2576534748077393,0.0001
20284,9.67,1.43,519,0,0.05,914,,,
20315,9.72,1.38,520,0,0.05,915,,,
20344,9.73,1.37,521,0,0.05,916,,,
20372,9.73,1.37,522,0,0.05,917,204,5.036879062652588,0.0001
20403,9.73,1.37,523,0,0.05,918,,,
20432,9.73,1.37,524,0,0.05,919,,,
20484,9.75,1.35,525,0,0.05,921,205,5.092982292175293,0.0001
20583,9.64,1.36,526,0,0.05,925,206,4.103165626525879,0.0001
20614,9.64,1.36,527,0,0.05,926,,,
20690,9.62,1.38,528,0,0.05,929,207,4.732673168182373,0.0001
20721,9.62,1.38,529,0,0.05,930,,,
20750,9.62,1.38,530,0,0.05,931,,,
20779,9.63,1.37,531,0,0.05,932,,,
20831,9.61,1.39,532,0,0.05,935,208,3.8717703819274902,0.0001
20862,9.7,1.4,533,0,0.05,937,209,4.1628828048706055,0.0001
20890,9.7,1.4,534,0,0.05,938,,,
20919,9.7,1.4,535,0,0.05,939,,,
20950,9.6,1.4,536,0,0.05,940,,,
21003,9.69,1.41,537,0,0.05,942,210,3.860299587249756,0.0001
21056,9.69,1.41,538,0,0.05,944,,,
21109,9.68,1.42,539,0,0.05,946,211,4.761312007904053,0.0001
21161,9.77,1.43,540,0,0.05,948,,,
21330,9.71,1.49,541,0,0.05,955,213,5.791397571563721,0.0001
21361,9.74,1.46,542,0,0.05,956,,,
21390,9.76,1.44,543,0,0.05,957,214,4.806851863861084,0.0001
21419,9.76,1.44,544,0,0.05,958,,,
21450,9.76,1.44,545,0,0.05,959,,,
21503,9.85,1.45,546,0,0.05,961,215,3.6257452964782715,0.0001
21555,9.84,1.46,547,0,0.05,963,,,
21583,9.84,1.46,548,0,0.05,964,,,
21635,9.83,1.47,549,0,0.05,966,216,3.678786039352417,0.0001
21688,9.82,1.48,550,0,0.05,968,,,
21719,9.73,1.47,551,0,0.05,969,217,4.802080154418945,0.0001
21747,9.73,1.47,552,0,0.05,970,,,
21776,9.73,1.47,553,0,0.05,971,,,
21807,9.73,1.47,554,0,0.05,972,,,
21835,9.73,1.47,555,0,0.05,973,218,4.104703903198242,0.0001
21888,9.82,1.48,556,0,0.05,975,,,
21919,9.82,1.48,557,0,0.05,976,,,
21947,9.82,1.48,558,0,0.05,977,219,4.075676918029785,0.0001
22000,9.81,1.49,559,0,0.05,979,,,
22052,9.71,1.49,560,0,0.05,981,220,3.460206985473633,0.0001
22083,9.71,1.49,561,0,0.05,982,,,
22112,9.71,1.49,562,0,0.05,983,,,
22165,9.71,1.49,563,0,0.05,985,221,4.184337615966797,0.0001
22196,9.7,1.5,564,0,0.05,987,,,
22224,9.7,1.5,565,0,0.05,988,,,
22252,9.7,1.5,566,0,0.05,989,222,4.806410312652588,0.0001
22283,9.7,1.5,567,0,0.05,990,,,
22312,9.7,1.5,568,0,0.05,991,,,
22341,9.71,1.49,569,0,0.05,992,,,
22372,9.71,1.49,570,0,0.05,993,223,3.392415761947632,0.0001
22401,9.72,1.48,571,0,0.05,994,,,
22431,9.72,1.48,572,0,0.05,995,,,
22462,9.72,1.48,573,0,0.05,996,,,
22490,9.72,1.48,574,0,0.05,997,224,4.279674053192139,0.0001
22519,9.73,1.47,575,0,0.05,998,,,
