Timestep,Episodio,Stato,Azione,Ricompensa,Stato successivo,Terminato
22,7,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.5]",3,-1,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.5]",False
23,7,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.5]",0,-1,"[1.0, 3.0, 6.110000133514404, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.159999966621399, 1.7999999523162842, 0.5]",False
24,7,"[1.0, 3.0, 6.110000133514404, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.159999966621399, 1.7999999523162842, 0.5]",5,-1,"[1.0, 3.0, 6.113333225250244, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.1733332872390747, 1.7999999523162842, 0.5]",False
25,7,"[1.0, 3.0, 6.113333225250244, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.1733332872390747, 1.7999999523162842, 0.5]",5,-1,"[1.0, 3.0, 6.116666793823242, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.1866666078567505, 1.7999999523162842, 0.5]",False
26,7,"[1.0, 3.0, 6.116666793823242, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 1.1866666078567505, 1.7999999523162842, 0.5]",2,-1,"[1.0, 3.0, 6.119999885559082, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 1.2000000476837158, 1.7999999523162842, 0.5]",False
27,7,"[1.0, 3.0, 6.119999885559082, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 1.2000000476837158, 1.7999999523162842, 0.5]",11,9,"[1.0, 2.0, 6.926666736602783, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 2.0, 1.7999999523162842, 0.5]",True
28,8,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",4,0,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",False
29,8,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",10,-1,"[1.0, 3.0, 5.813333511352539, 2.0, 10.0, 1.0, 3.0, 0.0, 1.0, 2.0, 0.013333333656191826, 1.7999999523162842, 0.5]",False
30,8,"[1.0, 3.0, 5.813333511352539, 2.0, 10.0, 1.0, 3.0, 0.0, 1.0, 2.0, 0.013333333656191826, 1.7999999523162842, 0.5]",4,-2,"[1.0, 3.0, 5.820000171661377, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 19.0]",False
31,8,"[1.0, 3.0, 5.820000171661377, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 19.0]",2,-1,"[1.0, 3.0, 5.826666831970215, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 18.5]",False
32,8,"[1.0, 3.0, 5.826666831970215, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 18.5]",0,-1,"[1.0, 2.0, 6.400000095367432, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 14.5]",False
33,8,"[1.0, 2.0, 6.400000095367432, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 14.5]",7,-1,"[1.0, 2.0, 6.4066667556762695, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 14.0]",False
34,8,"[1.0, 2.0, 6.4066667556762695, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 14.0]",1,-1,"[0.0, 1.0, 6.363333225250244, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 11.5]",False
35,8,"[0.0, 1.0, 6.363333225250244, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 11.5]",11,-1,"[0.0, 1.0, 6.3466668128967285, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 10.5]",False
36,8,"[0.0, 1.0, 6.3466668128967285, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 10.5]",9,-1,"[0.0, 1.0, 6.3466668128967285, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 10.0]",False
37,8,"[0.0, 1.0, 6.3466668128967285, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 10.0]",1,-1,"[0.0, 1.0, 6.293333530426025, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 8.0, 8.0]",True
38,9,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 8.5]",11,9,"[1.0, 3.0, 6.926666736602783, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 1.7999999523162842, 1.0]",True
39,10,"[1.0, 3.0, 5.9066667556762695, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.3866666555404663, 1.7999999523162842, 1.0]",3,-1,"[1.0, 3.0, 5.909999847412109, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.41333332657814026, 1.7999999523162842, 1.0]",False
40,10,"[1.0, 3.0, 5.909999847412109, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.41333332657814026, 1.7999999523162842, 1.0]",3,-1,"[1.0, 3.0, 5.916666507720947, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.4266666769981384, 1.7999999523162842, 1.0]",False
41,10,"[1.0, 3.0, 5.916666507720947, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.4266666769981384, 1.7999999523162842, 1.0]",6,-1,"[1.0, 3.0, 5.923333168029785, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.4533333480358124, 1.7999999523162842, 1.0]",False
42,10,"[1.0, 3.0, 5.923333168029785, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.4533333480358124, 1.7999999523162842, 1.0]",7,-1,"[1.0, 3.0, 5.926666736602783, 3.0, 7.0, 0.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.46666666865348816, 1.7999999523162842, 1.0]",False
43,10,"[1.0, 3.0, 5.926666736602783, 3.0, 7.0, 0.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.46666666865348816, 1.7999999523162842, 1.0]",3,-1,"[0.0, 1.0, 5.926666736602783, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.47999998927116394, 1.7999999523162842, 1.0]",False
44,10,"[0.0, 1.0, 5.926666736602783, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.47999998927116394, 1.7999999523162842, 1.0]",6,-1,"[0.0, 1.0, 5.926666736602783, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.47999998927116394, 1.7999999523162842, 1.0]",False
45,10,"[0.0, 1.0, 5.926666736602783, 3.0, 7.0, 1.0, 1.0, 9.999999747378752e-05, 0.0, 3.0, 0.47999998927116394, 1.7999999523162842, 1.0]",11,-1,"[0.0, 1.0, 5.920000076293945, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5066666603088379, 1.7999999523162842, 1.0]",False
46,10,"[0.0, 1.0, 5.920000076293945, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5066666603088379, 1.7999999523162842, 1.0]",7,-1,"[0.0, 1.0, 5.920000076293945, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5066666603088379, 1.7999999523162842, 1.0]",False
47,10,"[0.0, 1.0, 5.920000076293945, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5066666603088379, 1.7999999523162842, 1.0]",7,-1,"[0.0, 1.0, 5.920000076293945, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5066666603088379, 1.7999999523162842, 1.0]",False
48,10,"[0.0, 1.0, 5.920000076293945, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5066666603088379, 1.7999999523162842, 1.0]",7,-1,"[0.0, 1.0, 5.920000076293945, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.5066666603088379, 1.7999999523162842, 1.0]",True
49,11,"[1.0, 3.0, 5.900000095367432, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 1.0]",11,9,"[1.0, 3.0, 6.956666469573975, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 1.7999999523162842, 1.0]",True
50,12,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",3,-1,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",False
51,12,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",11,9,"[1.0, 3.0, 6.646666526794434, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 1.7999999523162842, 1.0]",True
52,13,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",4,0,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 1.0]",False
53,13,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 1.0]",0,-1,"[1.0, 3.0, 6.360000133514404, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 16.0]",False
54,13,"[1.0, 3.0, 6.360000133514404, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 16.0]",9,-1,"[1.0, 3.0, 6.366666793823242, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 15.5]",False
55,13,"[1.0, 3.0, 6.366666793823242, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 15.5]",2,-1,"[1.0, 3.0, 6.37333345413208, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 15.0]",False
56,13,"[1.0, 3.0, 6.37333345413208, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 15.0]",7,-1,"[1.0, 2.0, 6.380000114440918, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 14.0]",False
57,13,"[1.0, 2.0, 6.380000114440918, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 14.0]",5,-1,"[0.0, 2.0, 6.386666774749756, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 14.0]",False
58,13,"[0.0, 2.0, 6.386666774749756, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 14.0]",5,-1,"[0.0, 1.0, 6.393333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 13.0]",False
59,13,"[0.0, 1.0, 6.393333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 9.0, 13.0]",7,-1,"[0.0, 1.0, 6.393333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 9.0, 13.0]",False
60,13,"[0.0, 1.0, 6.393333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 9.0, 13.0]",3,-1,"[0.0, 1.0, 6.393333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 9.0, 13.0]",False
61,13,"[0.0, 1.0, 6.393333435058594, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 9.0, 13.0]",8,-1,"[0.0, 1.0, 5.186666488647461, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 9.0, 13.0]",True
62,14,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 5.5]",10,-1,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 5.0]",False
63,14,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 5.0]",8,-1,"[1.0, 3.0, 7.306666851043701, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 8.5]",False
64,14,"[1.0, 3.0, 7.306666851043701, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 8.5]",8,-1,"[1.0, 3.0, 8.800000190734863, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.5]",False
65,14,"[1.0, 3.0, 8.800000190734863, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.5]",7,-1,"[1.0, 3.0, 8.806666374206543, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]",False
66,14,"[1.0, 3.0, 8.806666374206543, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 11.0]",8,-1,"[0.0, 1.0, 7.87333345413208, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 13.0]",False
67,14,"[0.0, 1.0, 7.87333345413208, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 13.0]",1,-1,"[0.0, 1.0, 6.943333148956299, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 5.5]",False
68,14,"[0.0, 1.0, 6.943333148956299, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 5.5]",10,-1,"[0.0, 1.0, 6.943333148956299, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 5.0]",False
69,14,"[0.0, 1.0, 6.943333148956299, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 5.0]",3,-1,"[0.0, 1.0, 6.943333148956299, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 4.5]",False
70,14,"[0.0, 1.0, 6.943333148956299, 0.0, 9.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 4.5]",9,-1,"[0.0, 1.0, 6.940000057220459, 0.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 4.0]",False
71,14,"[0.0, 1.0, 6.940000057220459, 0.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 4.0]",7,-1,"[0.0, 1.0, 6.936666488647461, 0.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 9.0, 3.5]",True
72,15,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 1.0]",8,-1,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.0]",False
73,15,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 2.0]",9,-1,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
74,15,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 1.0]",6,-1,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 7.0, 1.0]",False
75,15,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 7.0, 1.0]",11,-1,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 7.0, 1.0]",False
76,15,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 7.0, 1.0]",1,-1,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 7.0, 1.0]",False
77,15,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 7.0, 1.0]",5,-1,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 7.0, 1.0]",False
78,15,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 7.0, 1.0]",1,-1,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 7.0, 1.0]",False
79,15,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 7.0, 1.0]",8,-1,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 7.0, 1.0]",False
80,15,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 7.0, 1.0]",9,-1,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 7.0, 1.0]",False
81,15,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 7.0, 1.0]",0,-1,"[0.0, 3.0, 6.960000038146973, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 9.0, 1.0]",True
