Timestep,Episodio,Stato,Azione,Ricompensa,Stato successivo,Terminato
389,60,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 14.5]",2,-1,"[1.0, 2.0, 5.813333511352539, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]",False
390,60,"[1.0, 2.0, 5.813333511352539, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]",10,-1,"[1.0, 2.0, 5.820000171661377, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 13.5]",False
391,60,"[1.0, 2.0, 5.820000171661377, 2.0, 10.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 13.5]",1,-1,"[1.0, 2.0, 7.320000171661377, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.0]",False
392,60,"[1.0, 2.0, 7.320000171661377, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 16.0]",5,-1,"[1.0, 2.0, 7.326666831970215, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 15.5]",False
393,60,"[1.0, 2.0, 7.326666831970215, 0.0, 8.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 15.5]",10,-1,"[1.0, 2.0, 7.326666831970215, 0.0, 8.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 15.5]",False
394,60,"[1.0, 2.0, 7.326666831970215, 0.0, 8.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 15.5]",2,-1,"[1.0, 2.0, 7.340000152587891, 0.0, 8.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 15.5]",False
395,60,"[1.0, 2.0, 7.340000152587891, 0.0, 8.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 15.5]",4,0,"[1.0, 2.0, 7.3466668128967285, 1.0, 8.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 15.5]",False
396,60,"[1.0, 2.0, 7.3466668128967285, 1.0, 8.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 15.5]",2,-1,"[1.0, 2.0, 7.353333473205566, 1.0, 8.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 15.5]",True
397,61,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 3.0, 0.0, 1.7999999523162842, 14.5]",6,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 14.5]",False
398,61,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 14.5]",6,-1,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]",False
399,61,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 14.0]",0,-1,"[1.0, 3.0, 6.393333435058594, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",False
400,61,"[1.0, 3.0, 6.393333435058594, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",7,-1,"[1.0, 3.0, 6.400000095367432, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",False
401,61,"[1.0, 3.0, 6.400000095367432, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",10,-1,"[0.0, 1.0, 6.400000095367432, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",False
402,61,"[0.0, 1.0, 6.400000095367432, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",7,-1,"[0.0, 1.0, 6.400000095367432, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",False
403,61,"[0.0, 1.0, 6.400000095367432, 3.0, 7.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",3,-1,"[0.0, 1.0, 6.400000095367432, 2.0, 9.0, 1.0, 2.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",False
404,61,"[0.0, 1.0, 6.400000095367432, 2.0, 9.0, 1.0, 2.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",7,-1,"[0.0, 1.0, 6.396666526794434, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",False
405,61,"[0.0, 1.0, 6.396666526794434, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",5,-1,"[0.0, 1.0, 6.389999866485596, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.5]",False
406,61,"[0.0, 1.0, 6.389999866485596, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.5]",2,-1,"[0.0, 1.0, 6.389999866485596, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.02666666731238365, 1.7999999523162842, 0.5]",True
407,62,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",0,-1,"[1.0, 3.0, 6.0933332443237305, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1733332872390747, 1.7999999523162842, 0.5]",False
408,62,"[1.0, 3.0, 6.0933332443237305, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1733332872390747, 1.7999999523162842, 0.5]",5,-1,"[1.0, 3.0, 6.0966668128967285, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1866666078567505, 1.7999999523162842, 0.5]",False
409,62,"[1.0, 3.0, 6.0966668128967285, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 1.1866666078567505, 1.7999999523162842, 0.5]",2,-1,"[1.0, 3.0, 6.099999904632568, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.2000000476837158, 1.7999999523162842, 0.5]",False
410,62,"[1.0, 3.0, 6.099999904632568, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 1.2000000476837158, 1.7999999523162842, 0.5]",8,19,"[1.0, 2.0, 8.359999656677246, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 1.8799999952316284, 1.7999999523162842, 0.5]",True
411,63,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",5,-1,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.5]",False
412,63,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.5]",5,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 1.0, 0.02666666731238365, 1.7999999523162842, 0.5]",False
413,63,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 1.0, 0.02666666731238365, 1.7999999523162842, 0.5]",7,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.03999999910593033, 1.7999999523162842, 0.5]",False
414,63,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.03999999910593033, 1.7999999523162842, 0.5]",10,-1,"[1.0, 3.0, 5.820000171661377, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.0533333346247673, 1.7999999523162842, 0.5]",False
415,63,"[1.0, 3.0, 5.820000171661377, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.0533333346247673, 1.7999999523162842, 0.5]",3,-1,"[0.0, 1.0, 5.816666603088379, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.06666667014360428, 1.7999999523162842, 0.5]",False
416,63,"[0.0, 1.0, 5.816666603088379, 2.0, 10.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 1.0, 0.06666667014360428, 1.7999999523162842, 0.5]",3,-1,"[0.0, 1.0, 5.816666603088379, 2.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.07999999821186066, 1.7999999523162842, 0.5]",False
417,63,"[0.0, 1.0, 5.816666603088379, 2.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.07999999821186066, 1.7999999523162842, 0.5]",6,-1,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.09333333373069763, 1.7999999523162842, 0.5]",False
418,63,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.09333333373069763, 1.7999999523162842, 0.5]",2,-1,"[0.0, 1.0, 5.806666851043701, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.1066666692495346, 1.7999999523162842, 0.5]",False
419,63,"[0.0, 1.0, 5.806666851043701, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.1066666692495346, 1.7999999523162842, 0.5]",2,-1,"[1.0, 2.0, 5.806666851043701, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.1066666692495346, 1.7999999523162842, 0.5]",False
420,63,"[1.0, 2.0, 5.806666851043701, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.1066666692495346, 1.7999999523162842, 0.5]",9,-1,"[1.0, 2.0, 5.813333511352539, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.1066666692495346, 1.7999999523162842, 0.5]",True
421,64,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",7,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",False
422,64,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",11,9,"[0.0, 1.0, 5.0366668701171875, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 2.0, 1.7999999523162842, 0.5]",True
423,65,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",4,0,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",False
424,65,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 1.7999999523162842, 0.5]",3,-1,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.5]",False
425,65,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 1.7999999523162842, 0.5]",2,-1,"[1.0, 3.0, 5.823333263397217, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.03999999910593033, 1.7999999523162842, 0.0]",False
426,65,"[1.0, 3.0, 5.823333263397217, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.03999999910593033, 1.7999999523162842, 0.0]",6,-1,"[1.0, 3.0, 5.826666831970215, 3.0, 7.0, 0.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 19.0]",False
427,65,"[1.0, 3.0, 5.826666831970215, 3.0, 7.0, 0.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 19.0]",1,9,"[1.0, 2.0, 8.256667137145996, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 17.0]",True
428,66,"[1.0, 3.0, 5.806666851043701, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 0.5]",4,0,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 0.0]",False
429,66,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 0.0]",7,-1,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.013333333656191826, 1.7999999523162842, 19.5]",False
430,66,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 1.0, 2.0, 0.013333333656191826, 1.7999999523162842, 19.5]",8,-1,"[0.0, 1.0, 5.736666679382324, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 17.5]",False
431,66,"[0.0, 1.0, 5.736666679382324, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 17.5]",3,-1,"[0.0, 1.0, 5.736666679382324, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 16.5]",False
432,66,"[0.0, 1.0, 5.736666679382324, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 16.5]",7,-1,"[0.0, 1.0, 5.736666679382324, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 16.5]",False
433,66,"[0.0, 1.0, 5.736666679382324, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 16.5]",6,-1,"[0.0, 1.0, 5.736666679382324, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 15.5]",False
434,66,"[0.0, 1.0, 5.736666679382324, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 1.0, 2.0, 0.0, 1.7999999523162842, 15.5]",2,-1,"[0.0, 1.0, 5.733333110809326, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 15.0]",False
435,66,"[0.0, 1.0, 5.733333110809326, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 15.0]",9,-1,"[0.0, 1.0, 5.733333110809326, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 14.5]",False
436,66,"[0.0, 1.0, 5.733333110809326, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.7999999523162842, 14.5]",6,-1,"[1.0, 2.0, 5.733333110809326, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 8.0, 14.0]",False
437,66,"[1.0, 2.0, 5.733333110809326, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 8.0, 14.0]",5,-1,"[1.0, 2.0, 5.739999771118164, 3.0, 7.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 8.0, 13.5]",True
438,67,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 0.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.0, 1.7999999523162842, 9.0]",5,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 9.0]",False
439,67,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 9.0]",5,-1,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",False
440,67,"[1.0, 3.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",3,-1,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",False
441,67,"[1.0, 3.0, 5.816666603088379, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",1,-1,"[0.0, 3.0, 6.980000019073486, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",False
442,67,"[0.0, 3.0, 6.980000019073486, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",0,-1,"[0.0, 3.0, 6.693333148956299, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",False
443,67,"[0.0, 3.0, 6.693333148956299, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",1,-1,"[0.0, 3.0, 5.413333415985107, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",False
444,67,"[0.0, 3.0, 5.413333415985107, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",3,-1,"[0.0, 3.0, 5.4066667556762695, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",False
445,67,"[0.0, 3.0, 5.4066667556762695, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",2,-1,"[0.0, 3.0, 5.4066667556762695, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",False
446,67,"[0.0, 3.0, 5.4066667556762695, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",10,-1,"[0.0, 3.0, 5.4033331871032715, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",False
447,67,"[0.0, 3.0, 5.4033331871032715, 3.0, 7.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 1.7999999523162842, 9.0]",9,-1,"[1.0, 2.0, 5.400000095367432, 2.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 1.0, 0.0, 9.0, 9.0]",True
448,68,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 1.0, 3.0, 0.0, 1.7999999523162842, 1.0]",7,-1,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
449,68,"[1.0, 3.0, 5.803333282470703, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",6,-1,"[0.0, 1.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
450,68,"[0.0, 1.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",10,-1,"[0.0, 1.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
451,68,"[0.0, 1.0, 5.809999942779541, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",9,-1,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
452,68,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",1,-1,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 9.0, 1.0]",False
453,68,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 9.0, 1.0]",4,0,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 9.0, 1.0]",False
454,68,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 9.0, 1.0]",5,-1,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 9.0, 1.0]",False
455,68,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0, 9.0, 1.0]",5,-1,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 9.0, 1.0]",False
456,68,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 9.0, 1.0]",9,-1,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 9.0, 1.0]",False
457,68,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 9.0, 1.0]",2,-1,"[0.0, 1.0, 5.809999942779541, 2.0, 10.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 9.0, 1.0]",True
458,69,"[1.0, 3.0, 5.800000190734863, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",9,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",False
459,69,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 0.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.7999999523162842, 1.0]",2,-1,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 9.0, 1.0]",False
460,69,"[1.0, 3.0, 5.813333511352539, 3.0, 7.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 9.0, 1.0]",10,-1,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 9.0, 1.0]",False
461,69,"[1.0, 3.0, 5.820000171661377, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.013333333656191826, 9.0, 1.0]",9,-1,"[1.0, 2.0, 5.823333263397217, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 9.0, 1.0]",False
462,69,"[1.0, 2.0, 5.823333263397217, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.02666666731238365, 9.0, 1.0]",6,-1,"[1.0, 2.0, 5.826666831970215, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 9.0, 1.0]",False
463,69,"[1.0, 2.0, 5.826666831970215, 1.0, 9.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.03999999910593033, 9.0, 1.0]",3,-1,"[1.0, 2.0, 5.829999923706055, 1.0, 9.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0533333346247673, 9.0, 1.0]",False
464,69,"[1.0, 2.0, 5.829999923706055, 1.0, 9.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0533333346247673, 9.0, 1.0]",11,-1,"[1.0, 2.0, 6.636666774749756, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",False
465,69,"[1.0, 2.0, 6.636666774749756, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",7,-1,"[1.0, 2.0, 6.639999866485596, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",False
466,69,"[1.0, 2.0, 6.639999866485596, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",2,-1,"[1.0, 2.0, 6.643333435058594, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",False
467,69,"[1.0, 2.0, 6.643333435058594, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",9,-1,"[1.0, 2.0, 6.646666526794434, 1.0, 9.0, 1.0, 2.0, 9.999999747378752e-05, 0.0, 3.0, 2.0, 9.0, 1.0]",True
468,70,"[1.0, 3.0, 5.9033331871032715, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 1.7999999523162842, 1.0]",9,-1,"[1.0, 3.0, 5.9066667556762695, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 8.0, 1.0]",False
469,70,"[1.0, 3.0, 5.9066667556762695, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4000000059604645, 8.0, 1.0]",6,-1,"[1.0, 3.0, 5.909999847412109, 3.0, 7.0, 1.0, 3.0, 9.999999747378752e-05, 0.0, 3.0, 0.4266666769981384, 8.0, 1.0]",False
