Episodio,Durata/Episodio,Loss/Episodio,Reward/Episodio
1,1,0.6023426993884774,9
2,6,0.4223486555169674,5
3,3,0.5969502379323731,7
4,1,0.8355880999594623,9
5,3,0.4505592174555075,9
6,4,0.256408324124517,8
7,9,0.5737096817108149,1
8,10,0.47821904853506414,-10
9,1,0.23533125620913087,9
10,10,0.5655422469365334,-10
11,1,0.7250262386952062,9
12,2,0.3856596786935621,8
13,10,0.5700778239038342,-9
14,10,0.5483551700357941,-10
15,10,0.5802528612141281,-10
16,4,0.5835722174133718,6
17,10,0.45619293279997947,-9
18,2,0.38426503851961685,8
19,10,0.3625629629860899,-10
20,10,0.4493342301972759,-10
21,10,0.4965169496598284,-10
22,6,0.5396178971573848,4
23,6,0.38957097158708526,5
24,8,0.34802607787167616,3
25,1,0.5503504280205317,9
26,10,0.5187172731759518,-10
27,1,0.8364919684366406,9
28,10,0.5394343660566474,-9
29,5,0.5191345627869642,5
30,2,0.8195485354945182,8
31,10,0.42628626810802694,-9
32,10,0.3779730084160498,-9
33,1,0.4610278057341637,9
34,2,0.3270837687744685,8
35,10,0.4289088721934675,-10
36,10,0.5695041378927569,-10
37,2,0.3040346347761407,8
38,10,0.6530433606619559,-10
39,10,0.5816343517508902,-9
40,10,0.39881602440206515,-9
41,10,0.5108192484861619,-10
42,10,0.3996996597824494,-10
43,10,0.5660387391298609,-10
44,10,0.4931065934355896,-9
45,5,0.36141498886716794,5
46,4,0.2899821851566917,6
47,10,0.5217081027082859,-10
48,10,0.2823181577952391,-9
49,10,0.6615739773265894,-8
50,10,0.4860898122586927,-9
51,10,0.5683429020626009,-9
52,3,0.22409181796332242,7
53,5,0.4169679946999067,6
54,10,0.5337000368107832,-10
55,3,0.5809196004400227,7
56,1,0.9592079128058246,9
57,3,0.6332640389980355,8
58,1,0.3907811601938651,9
59,10,0.5576207554645853,-9
60,10,0.4869180381271388,-9
61,10,0.4535810179197197,-10
62,4,0.3348873440204896,16
63,10,0.5015170092509108,-10
64,2,0.44565174123718737,8
65,5,0.7297240867525917,6
66,10,0.5400266466751094,-9
67,10,0.44864173926110107,-10
68,10,0.4462497571832009,-9
69,10,0.3073709197812148,-10
70,4,0.6129587521112556,6
71,3,0.31015010304369245,7
72,3,0.557219050286626,7
73,10,0.5772770002795076,-10
74,10,0.5879276348162542,0
75,4,0.41590812767538327,16
76,1,0.4386901975548687,9
77,10,0.5964869749602801,-9
78,10,0.41286382974291047,-8
79,2,0.2989251040145686,8
80,10,0.47589084737808907,-10
81,3,0.6017606373355998,7
82,10,0.39951804368265575,-9
83,10,0.4220020390504301,-10
84,6,0.4987125377995039,5
85,10,0.3808906602307548,0
86,8,0.5486654416251938,2
87,4,0.555917376574376,6
88,1,0.4206048550841719,19
89,4,0.6969429173846251,6
90,1,0.9267123604173452,9
91,3,0.5655470338323462,18
92,10,0.5235299975323574,-10
93,4,0.567380529550108,6
94,10,0.2352209857888302,-9
95,6,0.4485110038358496,14
96,10,0.45446262675673593,-9
97,1,0.1266105039717288,9
98,10,0.5426062655778988,-10
99,1,0.3289402886061982,9
100,10,0.36631578664933606,-10
101,9,0.6311806857901845,1
102,2,0.42104248151953155,8
103,10,0.6279509024812826,-9
104,3,0.8404031389798571,7
105,6,0.5937146554297704,5
106,10,0.3513491510687415,-9
107,10,0.46100582831752146,-10
108,10,0.5732320254050947,-9
109,10,0.46311365771134777,0
110,6,0.32360255977746594,5
111,6,0.4055117042204874,4
112,10,0.4493889611452834,-10
113,10,0.5668364183945196,-10
114,6,0.5378958085757802,4
115,3,0.7413821903624195,17
116,10,0.4225333162089731,-9
117,10,0.7098635296070137,-9
118,6,0.39508007348594015,5
119,6,0.7535613548492529,5
120,2,0.5293114270325,8
121,10,0.600003455190778,-10
122,2,0.22404026679404243,8
123,4,0.6121191853790416,6
124,10,0.5131315515706666,-10
125,2,0.28317730031164945,8
126,9,0.4610410523270676,2
127,6,0.5454697466035817,5
128,6,0.27267836063812884,4
129,10,0.4625352918291106,-10
130,10,0.5062078819314795,-9
131,10,0.49726896699441625,-9
132,10,0.50666488178924,-10
133,10,0.5807707210656639,-9
134,10,0.4587030788106562,-10
135,10,0.5883327906208773,-10
136,10,0.7610356435319667,-10
137,2,0.5809322459687181,18
138,10,0.6692231121780918,-10
139,10,0.4590714552969595,-10
140,4,0.6323339247728688,7
141,5,0.5301046229050573,5
142,8,0.3041515202337737,2
143,5,0.4221921245287909,5
144,10,0.6313684244237502,-9
145,10,0.5360094085549314,-10
146,10,0.6261904130527324,-10
147,4,0.7017084296519452,6
148,5,0.5513510689257839,5
149,1,0.023252849326570124,9
150,7,0.4227761661285067,4
151,3,0.5218129676599969,7
152,6,0.40491555386943867,4
153,10,0.4454063102629197,-9
154,2,0.4186898400480691,8
155,10,0.5613464870599524,-10
156,10,0.509527351098993,-8
157,6,0.7205813209137307,4
158,3,0.42296002591967824,17
159,10,0.43294476394175535,-9
160,3,0.7907855878078194,7
161,10,0.5923460031183215,-9
162,2,0.6469273953988679,8
163,9,0.4718792835772913,11
164,10,0.59836080255293,-10
165,3,0.43198433156480237,7
166,10,0.29824860737888337,-10
167,4,0.4774015642109355,6
168,7,0.5326871790516349,3
169,6,0.5363481097700975,4
170,2,0.36457701678207005,8
171,10,0.38737622470107613,-9
172,3,0.404803211052565,8
173,4,0.7287233194716174,6
174,4,0.6487984874227087,7
175,2,0.836758378008393,8
176,3,0.6267380099842015,8
177,10,0.4819005738936776,-10
178,10,0.5254707356986098,-9
179,2,0.6673796899119786,8
180,3,0.32743267546502053,7
181,10,0.5599644864061729,-10
182,4,0.22246442507527361,6
183,5,0.4596998063298843,5
184,10,0.5451889472204678,-9
185,6,0.4900736495253481,4
186,7,0.662484342939396,4
187,10,0.5226539818208243,-10
188,5,0.42779192678085715,5
189,10,0.5591347002555853,-9
190,6,0.49614531144944546,4
191,9,0.5089035785629077,1
192,5,0.5699281837886592,6
193,5,0.49710286370124396,6
194,9,0.5134459144126469,2
195,2,0.6961438465819667,8
196,10,0.43373203567803137,-10
197,2,0.73515642935343,18
198,10,0.4258524160340696,-10
199,10,0.49259926110959207,-10
200,10,0.38829784487054486,-9
